# Wordlist

# META
@date:2013-04-09
@source:Heath et al. (2013)

# TAXA
<taxa>
Bankan_Tey
Ben_Tey
Bunoge
Dogul_Dom
Gourou
Jamsay
Jamsay_Mondoro
Mombo
Nanga
Perge_Tegu
Tebul_Ure
Tiranige
Togo_Kan
Tommo_So
Tomo_Kan_Diangassagou
Toro_Tegu
Yanda_Dom
Yorno_So
</taxa>

# DATA
ID	CONCEPTS	TAXA	COUNTERPART	TOKENS	LEXSTATID
1702	hat (any type)	Bunoge	bàmbúlà	b à m b ú l à	1048
#
1703	he is there	Ben_Tey	yá bú	dʒ á # b ú	1061
1704	he is there	Bankan_Tey	yá bún	dʒ á # b ú n	1061
1705	he is there	Nanga	yá bù	dʒ á # b ù	1061
1706	he is there	Perge_Tegu	yɔ̂:	dʒ ɔ̂ː	1068
1707	he is there	Gourou	yɔ́ wɔ̀	dʒ ɔ́ # w ɔ̀	1061
1708	he is there	Togo_Kan	wó yɔ́ wɔ̀	w ó # dʒ ɔ́ # w ɔ̀	1061
1709	he is there	Yorno_So	yá wɔ̀	dʒ á # w ɔ̀	1061
1710	he is there	Tommo_So	nɔ̀nú kɔ̂	n ɔ̀ n ú # k ɔ̂	1072
1711	he is there	Dogul_Dom	yò bó	dʒ ò # b ó	1061
1712	he is there	Tebul_Ure	yé bù	dʒ é # b ù	1061
1713	he is there	Yanda_Dom	yà bó	dʒ à # b ó	1061
1714	he is there	Tiranige	é wò	é # w ò	1061
1715	he is there	Mombo	òbó:	ò b óː	1063
1716	he is there	Bunoge	bò	b ò	1063
#
1717	heart	Toro_Tegu	cɛ̀làtóŋó	tʃ ɛ̀ l à t ó ŋ ó	1074
1718	heart	Ben_Tey	cɛ̀lɛ̀yî:	tʃ ɛ̀ l ɛ̀ dʒ îː	1074
1719	heart	Bankan_Tey	kɛ̀ndɛ̀ dúwà	k ɛ̀ n d ɛ̀ # d ú w à	1073
1720	heart	Nanga	kɛ̀ndɛ̀sóró	k ɛ̀ n d ɛ̀ s ó r ó	1080
1721	heart	Jamsay	cɛ́nɛ̀	tʃ ɛ́ n ɛ̀	1077
1722	heart	Perge_Tegu	kɛ̀lɛ̀î:ⁿ	k ɛ̀ l ɛ̀ ĩ̂ː	1074
1723	heart	Gourou	kɛ̀nɛ̀ î:ⁿ	k ɛ̀ n ɛ̀ # ĩ̂ː	1077
1724	heart	Togo_Kan	kɛ̀nɛ̀jógó	k ɛ̀ n ɛ̀ dʒ ó ɡ ó	1080
1725	heart	Yorno_So	lòŋgá	l ò ŋ ɡ á	1075
1726	heart	Tomo_Kan_Diangassagou	sóⁿ	s ṍ	1086
1727	heart	Tommo_So	kìndɛ̀ dúgɔ́	k ì n d ɛ̀ # d ú ɡ ɔ́	1073
1728	heart	Dogul_Dom	kìɲjɔ́ dònnɛ́	k ì ɲ dʒ ɔ́ # d ò n n ɛ́	1073
1729	heart	Tebul_Ure	kɛ̀ndɛ̀dùgáyɛ́	k ɛ̀ n d ɛ̀ d ù ɡ á dʒ ɛ́	1080
1730	heart	Tiranige	dòŋgòsèŋgé	d ò ŋ ɡ ò s è ŋ ɡ é	1075
1731	heart	Mombo	dóŋgósí	d ó ŋ ɡ ó s í	1075
1732	heart	Bunoge	dòŋgòbè	d ò ŋ ɡ ò b è	1075
#
1733	hearth for cooking formed by three large stones (or two stones against a wall)	Toro_Tegu	né:sú	n éː s ú	1090
1734	hearth for cooking formed by three large stones (or two stones against a wall)	Ben_Tey	íyèy	í dʒ è dʒ	1088
1735	hearth for cooking formed by three large stones (or two stones against a wall)	Bankan_Tey	írèjìrè	í r è dʒ ì r è	1087
1736	hearth for cooking formed by three large stones (or two stones against a wall)	Nanga	ìyê	ì dʒ ê	1088
1737	hearth for cooking formed by three large stones (or two stones against a wall)	Jamsay	níɲù	n í ɲ ù	1090
1738	hearth for cooking formed by three large stones (or two stones against a wall)	Perge_Tegu	óŋgù	ó ŋ ɡ ù	1092
1739	hearth for cooking formed by three large stones (or two stones against a wall)	Jamsay_Mondoro	níɲù	n í ɲ ù	1090
1740	hearth for cooking formed by three large stones (or two stones against a wall)	Togo_Kan	nìɲìkóró	n ì ɲ ì k ó r ó	1090
1741	hearth for cooking formed by three large stones (or two stones against a wall)	Yorno_So	níɲù	n í ɲ ù	1090
1742	hearth for cooking formed by three large stones (or two stones against a wall)	Tomo_Kan_Diangassagou	yùjùkòlè	dʒ ù dʒ ù k ò l è	1099
1743	hearth for cooking formed by three large stones (or two stones against a wall)	Tommo_So	níɲɲú	n í ɲ ɲ ú	1090
1744	hearth for cooking formed by three large stones (or two stones against a wall)	Dogul_Dom	ɛ́yɛ́ŋ	ɛ́ dʒ ɛ́ ŋ	1088
1745	hearth for cooking formed by three large stones (or two stones against a wall)	Tebul_Ure	éŋgé	é ŋ ɡ é	1092
1746	hearth for cooking formed by three large stones (or two stones against a wall)	Yanda_Dom	ɛ̀ŋɛ̀cìn	ɛ̀ ŋ ɛ̀ tʃ ì n	1088
1747	hearth for cooking formed by three large stones (or two stones against a wall)	Tiranige	èŋù	è ŋ ù	1090
1748	hearth for cooking formed by three large stones (or two stones against a wall)	Mombo	ó:ŋgè	óː ŋ ɡ è	1092
#
1749	heavy	Toro_Tegu	dùsú	d ù s ú	1100
1750	heavy	Ben_Tey	dùsú	d ù s ú	1100
1751	heavy	Nanga	dúsî	d ú s î	1100
1752	heavy	Jamsay	dùjú	d ù dʒ ú	1100
1753	heavy	Perge_Tegu	dùsú	d ù s ú	1100
1754	heavy	Gourou	dùsú	d ù s ú	1100
1755	heavy	Jamsay_Mondoro	dùjú	d ù dʒ ú	1100
1756	heavy	Togo_Kan	dògú	d ò ɡ ú	1100
1757	heavy	Yorno_So	démɛ́	d é m ɛ́	1114
1758	heavy	Tommo_So	túgóm	t ú ɡ ó m	1100
1759	heavy	Dogul_Dom	dógùsò	d ó ɡ ù s ò	1100
1760	heavy	Yanda_Dom	tùjù	t ù dʒ ù	1100
1761	heavy	Tiranige	né:ŋgó:	n éː ŋ ɡ óː	1101
1762	heavy	Mombo	dɔ́ŋgá	d ɔ́ ŋ ɡ á	1100
1763	heavy	Bunoge	nìnjì	n ì n dʒ ì	1101
#
1764	heavy wooden ladder for roof (carved from one trunk)	Toro_Tegu	tìrú	t ì r ú	1117
1765	heavy wooden ladder for roof (carved from one trunk)	Ben_Tey	bíní:	b í n íː	1115
1766	heavy wooden ladder for roof (carved from one trunk)	Bankan_Tey	bírⁿí:	b í r̃ íː	1115
1767	heavy wooden ladder for roof (carved from one trunk)	Nanga	bírⁿí	b í r̃ í	1115
1768	heavy wooden ladder for roof (carved from one trunk)	Jamsay	tìrú	t ì r ú	1117
1769	heavy wooden ladder for roof (carved from one trunk)	Perge_Tegu	bírí	b í r í	1115
1770	heavy wooden ladder for roof (carved from one trunk)	Gourou	tèrú	t è r ú	1117
1771	heavy wooden ladder for roof (carved from one trunk)	Jamsay_Mondoro	tìrú	t ì r ú	1117
1772	heavy wooden ladder for roof (carved from one trunk)	Togo_Kan	tìrí	t ì r í	1117
1773	heavy wooden ladder for roof (carved from one trunk)	Yorno_So	bíl	b í l	1115
1774	heavy wooden ladder for roof (carved from one trunk)	Tommo_So	bílú	b í l ú	1115
1775	heavy wooden ladder for roof (carved from one trunk)	Dogul_Dom	jónú	dʒ ó n ú	1117
1776	heavy wooden ladder for roof (carved from one trunk)	Yanda_Dom	bǐl	b ǐ l	1115
1777	heavy wooden ladder for roof (carved from one trunk)	Tiranige	yòwⁿ	dʒ ò w̃	1123
#
1778	hiccup (noun)	Toro_Tegu	bégò	b é ɡ ò	1125
1779	hiccup (noun)	Ben_Tey	cɛ̀lɛ̀bégù	tʃ ɛ̀ l ɛ̀ b é ɡ ù	1125
1780	hiccup (noun)	Bankan_Tey	hékkûm	h é k k û m	1124
1781	hiccup (noun)	Jamsay	bìbégè	b ì b é ɡ è	1125
1782	hiccup (noun)	Perge_Tegu	bégúrù	b é ɡ ú r ù	1125
1783	hiccup (noun)	Gourou	bégù	b é ɡ ù	1125
1784	hiccup (noun)	Jamsay_Mondoro	bégù	b é ɡ ù	1125
1785	hiccup (noun)	Togo_Kan	kɛ̀nɛ̀pèrúgé	k ɛ̀ n ɛ̀ p è r ú ɡ é	1134
1786	hiccup (noun)	Tomo_Kan_Diangassagou	hègì	h è ɡ ì	1125
1787	hiccup (noun)	Tommo_So	bégúmàbégú	b é ɡ ú m à b é ɡ ú	1125
1788	hiccup (noun)	Dogul_Dom	gèwò gínò	ɡ è w ò # ɡ í n ò	1126
1789	hiccup (noun)	Tebul_Ure	bègùmà:bégú	b è ɡ ù m àː b é ɡ ú	1125
1790	hiccup (noun)	Yanda_Dom	bègùmàbégù	b è ɡ ù m à b é ɡ ù	1125
1791	hiccup (noun)	Tiranige	bìgèbígè	b ì ɡ è b í ɡ è	1125
1792	hiccup (noun)	Mombo	bégù	b é ɡ ù	1125
#
1793	hide, skin (of animal)	Toro_Tegu	gùsú	ɡ ù s ú	1135
1794	hide, skin (of animal)	Ben_Tey	gùsú	ɡ ù s ú	1135
1795	hide, skin (of animal)	Bankan_Tey	gùsú	ɡ ù s ú	1135
1796	hide, skin (of animal)	Nanga	gùsí	ɡ ù s í	1135
1797	hide, skin (of animal)	Jamsay	gùjú	ɡ ù dʒ ú	1135
1798	hide, skin (of animal)	Perge_Tegu	gùsú	ɡ ù s ú	1135
1799	hide, skin (of animal)	Togo_Kan	gùjú	ɡ ù dʒ ú	1135
1800	hide, skin (of animal)	Yorno_So	gùjú	ɡ ù dʒ ú	1135
1801	hide, skin (of animal)	Tommo_So	bɛ̀lú gùdù	b ɛ̀ l ú # ɡ ù d ù	1145
1802	hide, skin (of animal)	Dogul_Dom	gùsùgú	ɡ ù s ù ɡ ú	1135
1803	hide, skin (of animal)	Tebul_Ure	gùdùgó	ɡ ù d ù ɡ ó	1135
1804	hide, skin (of animal)	Yanda_Dom	gùzù	ɡ ù z ù	1135
1805	hide, skin (of animal)	Tiranige	gwí:	ɡ w íː	1143
1806	hide, skin (of animal)	Mombo	gújù	ɡ ú dʒ ù	1135
#
1807	hip	Toro_Tegu	péŋó	p é ŋ ó	1159
1808	hip	Ben_Tey	dǒ:	d ǒː	1146
1809	hip	Bankan_Tey	dǒ:	d ǒː	1146
1810	hip	Nanga	dǒ:	d ǒː	1146
1811	hip	Jamsay	dɔ̌yⁿ	d ɔ̌ dʒⁿ	1146
1812	hip	Perge_Tegu	dɛ̌:ⁿ	d ɛ̌ːⁿ	1146
1813	hip	Jamsay_Mondoro	dɔ̌yⁿ	d ɔ̌ dʒⁿ	1146
1814	hip	Togo_Kan	dǐⁿ	d ĩ̌	1146
1815	hip	Tomo_Kan_Diangassagou	jùⁿ	dʒ ũ̀	1146
1816	hip	Tommo_So	kéú	k é ú	1157
1817	hip	Tebul_Ure	dáŋgá:	d á ŋ ɡ áː	1151
1818	hip	Yanda_Dom	dày	d à dʒ	1146
1819	hip	Tiranige	dé:ŋgé	d éː ŋ ɡ é	1151
1820	hip	Mombo	péŋgélí	p é ŋ ɡ é l í	1151
1821	hip	Bunoge	kìbà	k ì b à	1148
#
1822	honey	Toro_Tegu	ìwó	ì w ó	1171
1823	honey	Ben_Tey	yěy	dʒ ě dʒ	1160
1824	honey	Bankan_Tey	yěy	dʒ ě dʒ	1160
1825	honey	Gourou	yùŋú	dʒ ù ŋ ú	1164
1826	honey	Togo_Kan	tɛ̌:	t ɛ̌ː	1160
1827	honey	Yorno_So	yɛ̌yⁿ	dʒ ɛ̌ dʒⁿ	1160
1828	honey	Tomo_Kan_Diangassagou	cà:	tʃ àː	1160
1829	honey	Tommo_So	ììyé	ì ì dʒ é	1166
1830	honey	Dogul_Dom	úwùŋ	ú w ù ŋ	1163
1831	honey	Tebul_Ure	ìdé	ì d é	1166
1832	honey	Yanda_Dom	ìzèŋ	ì z è ŋ	1166
1833	honey	Tiranige	í:gé	íː ɡ é	1162
1834	honey	Mombo	ígè	í ɡ è	1162
1835	honey	Bunoge	ʔígè	ʔ í ɡ è	1162
#
1836	horn (of animal)	Toro_Tegu	círá	tʃ í r á	1172
1837	horn (of animal)	Ben_Tey	cíyà	tʃ í dʒ à	1172
1838	horn (of animal)	Nanga	kírâ	k í r â	1173
1839	horn (of animal)	Jamsay	círɛ́	tʃ í r ɛ́	1172
1840	horn (of animal)	Perge_Tegu	kírɛ́	k í r ɛ́	1173
1841	horn (of animal)	Gourou	kírɛ́	k í r ɛ́	1173
1842	horn (of animal)	Togo_Kan	kírɛ́	k í r ɛ́	1173
1843	horn (of animal)	Yorno_So	kílɛ̀	k í l ɛ̀	1173
1844	horn (of animal)	Tomo_Kan_Diangassagou	cìlá	tʃ ì l á	1172
1845	horn (of animal)	Tommo_So	kɛ́lɛ́	k ɛ́ l ɛ́	1173
1846	horn (of animal)	Dogul_Dom	kɛ̀lɔ́	k ɛ̀ l ɔ́	1173
1847	horn (of animal)	Tiranige	cɛ̀:lɛ̀ŋgè	tʃ ɛ̀ː l ɛ̀ ŋ ɡ è	1180
1848	horn (of animal)	Mombo	kɛ́lɛ́	k ɛ́ l ɛ́	1173
1849	horn (of animal)	Bunoge	kɛ̀lɛ̀	k ɛ̀ l ɛ̀	1173
#
1850	hot chili pepper	Toro_Tegu	cɛ̀cɛ̀rú	tʃ ɛ̀ tʃ ɛ̀ r ú	1184
1851	hot chili pepper	Ben_Tey	kɛ̀pɛ̂l	k ɛ̀ p ɛ̂ l	1181
1852	hot chili pepper	Bankan_Tey	cɛ̀pɛ̂l	tʃ ɛ̀ p ɛ̂ l	1181
1853	hot chili pepper	Nanga	tɛ̀bɛ́rî	t ɛ̀ b ɛ́ r î	1184
1854	hot chili pepper	Jamsay	cɛ̀pɛ̂l	tʃ ɛ̀ p ɛ̂ l	1181
1855	hot chili pepper	Perge_Tegu	kɛ̀pɛ̂l	k ɛ̀ p ɛ̂ l	1181
1856	hot chili pepper	Gourou	kɛ̀pɛ̂l	k ɛ̀ p ɛ̂ l	1181
1857	hot chili pepper	Togo_Kan	kɛ̀pɛ́lú	k ɛ̀ p ɛ́ l ú	1181
1858	hot chili pepper	Tomo_Kan_Diangassagou	cɛ̀pɛ̀rì	tʃ ɛ̀ p ɛ̀ r ì	1184
1859	hot chili pepper	Tommo_So	pɛ̀rɛ́ndɛ́	p ɛ̀ r ɛ́ n d ɛ́	1190
1860	hot chili pepper	Dogul_Dom	kɛ̀bɛ́ɛ́r	k ɛ̀ b ɛ́ ɛ́ r	1184
1861	hot chili pepper	Tebul_Ure	sàpɛ̀rɛ́ndɛ́	s à p ɛ̀ r ɛ́ n d ɛ́	1190
1862	hot chili pepper	Yanda_Dom	sáptɛ́rɛ̀	s á p t ɛ́ r ɛ̀	1196
1863	hot chili pepper	Tiranige	pɛ́dɛ̀	p ɛ́ d ɛ̀	1190
1864	hot chili pepper	Mombo	kè:bèré	k èː b è r é	1184
1865	hot chili pepper	Bunoge	dándì	d á n d ì	1183
#
1866	hot coal, ember	Toro_Tegu	nùwⁿɔ̀cɛ̀ŋá	n ù w̃ ɔ̀ tʃ ɛ̀ ŋ á	1200
1867	hot coal, ember	Ben_Tey	gò: bɔ̀rⁿɔ̌yⁿ	ɡ òː # b ɔ̀ r̃ ɔ̌ dʒⁿ	1198
1868	hot coal, ember	Bankan_Tey	gò:ɲírⁿéyⁿ	ɡ òː ɲ í r̃ é dʒⁿ	1197
1869	hot coal, ember	Nanga	gò:pùrⁿɔ́	ɡ òː p ù r̃ ɔ́	1202
1870	hot coal, ember	Jamsay	nùwⁿòcìrɛ́	n ù w̃ ò tʃ ì r ɛ́	1200
1871	hot coal, ember	Perge_Tegu	nùwⁿò bɔ̀rⁿɔ́	n ù w̃ ò # b ɔ̀ r̃ ɔ́	1198
1872	hot coal, ember	Togo_Kan	ɲɛ̀:bɛ́:	ɲ ɛ̀ː b ɛ́ː	1206
1873	hot coal, ember	Yorno_So	yàmbɔ̀rⁿɔ́	dʒ à m b ɔ̀ r̃ ɔ́	1202
1874	hot coal, ember	Tomo_Kan_Diangassagou	ɲà:cíʔínà	ɲ àː tʃ í ʔ í n à	1200
1875	hot coal, ember	Tommo_So	ɲàm bɔ̀nɔ́	ɲ à m # b ɔ̀ n ɔ́	1198
1876	hot coal, ember	Dogul_Dom	gògò ɛ̀mɛ̀gínɛ́	ɡ ò ɡ ò # ɛ̀ m ɛ̀ ɡ í n ɛ́	1199
1877	hot coal, ember	Tebul_Ure	gò:bɔ̀rⁿɔ́	ɡ òː b ɔ̀ r̃ ɔ́	1202
1878	hot coal, ember	Tiranige	jíyé sèŋgé	dʒ í dʒ é # s è ŋ ɡ é	1205
1879	hot coal, ember	Mombo	ɲá:ŋgó	ɲ áː ŋ ɡ ó	1201
#
1880	house	Toro_Tegu	íló	í l ó	1207
1881	house	Ben_Tey	úrò	ú r ò	1207
1882	house	Bankan_Tey	úrò	ú r ò	1207
1883	house	Jamsay	úró	ú r ó	1207
1884	house	Perge_Tegu	íré	í r é	1215
1885	house	Gourou	úró	ú r ó	1207
1886	house	Jamsay_Mondoro	úró	ú r ó	1207
1887	house	Togo_Kan	gìrⁿí	ɡ ì r̃ í	1215
1888	house	Yorno_So	gɛ̀rⁿɛ́	ɡ ɛ̀ r̃ ɛ́	1215
1889	house	Tommo_So	gìnɛ́	ɡ ì n ɛ́	1215
1890	house	Dogul_Dom	ḿbùŋ	ḿ b ù ŋ	1210
1891	house	Tebul_Ure	úló	ú l ó	1207
1892	house	Yanda_Dom	ʔə́ló	ʔ ə́ l ó	1221
1893	house	Tiranige	jíwá	dʒ í w á	1217
1894	house	Mombo	débù	d é b ù	1209
1895	house	Bunoge	ʔòbò	ʔ ò b ò	1209
#
1896	how much?, how many?	Toro_Tegu	àŋí	à ŋ í	1222
1897	how much?, how many?	Ben_Tey	à:ŋgá	àː ŋ ɡ á	1222
1898	how much?, how many?	Bankan_Tey	à:ŋgá	àː ŋ ɡ á	1222
1899	how much?, how many?	Nanga	à:ŋgǎy	àː ŋ ɡ ǎ dʒ	1222
1900	how much?, how many?	Jamsay	à:ŋá	àː ŋ á	1222
1901	how much?, how many?	Perge_Tegu	à:ŋgá	àː ŋ ɡ á	1222
1902	how much?, how many?	Jamsay_Mondoro	à:ŋá	àː ŋ á	1222
1903	how much?, how many?	Togo_Kan	à:ŋá	àː ŋ á	1222
1904	how much?, how many?	Yorno_So	àŋá	à ŋ á	1222
1905	how much?, how many?	Tommo_So	àŋgé	à ŋ ɡ é	1222
1906	how much?, how many?	Tebul_Ure	àŋgá	à ŋ ɡ á	1222
1907	how much?, how many?	Yanda_Dom	àŋà	à ŋ à	1222
1908	how much?, how many?	Tiranige	à:ŋgá	àː ŋ ɡ á	1222
1909	how much?, how many?	Mombo	á:ŋgà	áː ŋ ɡ à	1222
1910	how much?, how many?	Bunoge	ʔáŋgáwⁿ	ʔ á ŋ ɡ á w̃	1224
#
1911	how?	Toro_Tegu	yⁿàŋêy	dʒⁿ à ŋ ê dʒ	1226
1912	how?	Ben_Tey	àŋây	à ŋ â dʒ	1226
1913	how?	Bankan_Tey	àŋgây	à ŋ ɡ â dʒ	1225
1914	how?	Nanga	àmâyⁿ	à m â dʒⁿ	1232
1915	how?	Jamsay	yɔ̌:jǐn	dʒ ɔ̌ː dʒ ǐ n	1229
1916	how?	Perge_Tegu	yǎwɲɛ̀:	dʒ ǎ w ɲ ɛ̀ː	1233
1917	how?	Jamsay_Mondoro	yɔ̌:jǐn	dʒ ɔ̌ː dʒ ǐ n	1229
1918	how?	Togo_Kan	ɲâŋ	ɲ â ŋ	1229
1919	how?	Yorno_So	yàŋín	dʒ à ŋ í n	1229
1920	how?	Tommo_So	yàŋgéni	dʒ à ŋ ɡ é n i	1225
1921	how?	Dogul_Dom	àyáŋ	à dʒ á ŋ	1227
1922	how?	Tebul_Ure	áyⁿ	á dʒⁿ	1226
1923	how?	Yanda_Dom	ànjǎ:	à n dʒ ǎː	1227
1924	how?	Mombo	mánà	m á n à	1231
1925	how?	Bunoge	nánjì	n á n dʒ ì	1227
#
1926	hump (of cow, camel, st donkey)	Toro_Tegu	zúŋɔ́	z ú ŋ ɔ́	1247
1927	hump (of cow, camel, st donkey)	Ben_Tey	jàgî:	dʒ à ɡ îː	1234
1928	hump (of cow, camel, st donkey)	Nanga	jɔ́ŋgɛ́rɛ̀	dʒ ɔ́ ŋ ɡ ɛ́ r ɛ̀	1236
1929	hump (of cow, camel, st donkey)	Jamsay	jûŋ	dʒ û ŋ	1236
1930	hump (of cow, camel, st donkey)	Perge_Tegu	jɔ́ŋgɛ́:rɛ̀	dʒ ɔ́ ŋ ɡ ɛ́ː r ɛ̀	1236
1931	hump (of cow, camel, st donkey)	Gourou	zàgù túmó	z à ɡ ù # t ú m ó	1237
1932	hump (of cow, camel, st donkey)	Togo_Kan	yú:jú	dʒ úː dʒ ú	1244
1933	hump (of cow, camel, st donkey)	Yorno_So	tɔ́m	t ɔ́ m	1234
1934	hump (of cow, camel, st donkey)	Tomo_Kan_Diangassagou	nùʔì:ⁿʔí:ⁿ	n ù ʔ ìːⁿ ʔ íːⁿ	1246
1935	hump (of cow, camel, st donkey)	Tommo_So	jɔ́ŋgɔ́	dʒ ɔ́ ŋ ɡ ɔ́	1236
1936	hump (of cow, camel, st donkey)	Dogul_Dom	jɔ́ŋgɔ̀	dʒ ɔ́ ŋ ɡ ɔ̀	1236
1937	hump (of cow, camel, st donkey)	Tebul_Ure	tɔ́m	t ɔ́ m	1234
1938	hump (of cow, camel, st donkey)	Yanda_Dom	tɔ́m	t ɔ́ m	1234
1939	hump (of cow, camel, st donkey)	Tiranige	kɔ̀lɔ̀kɔ̀lɔ̀	k ɔ̀ l ɔ̀ k ɔ̀ l ɔ̀	1235
1940	hump (of cow, camel, st donkey)	Mombo	kúndúkúndú	k ú n d ú k ú n d ú	1239
1941	hump (of cow, camel, st donkey)	Bunoge	kúlù	k ú l ù	1235
#
1942	hunger (noun)	Toro_Tegu	àrkírì	à r k í r ì	1262
1943	hunger (noun)	Ben_Tey	kɔ̂:	k ɔ̂ː	1248
1944	hunger (noun)	Bankan_Tey	kɔ̂:	k ɔ̂ː	1248
1945	hunger (noun)	Nanga	gìyá	ɡ ì dʒ á	1250
1946	hunger (noun)	Jamsay	jɛ̌:	dʒ ɛ̌ː	1250
1947	hunger (noun)	Perge_Tegu	gɛ̌:	ɡ ɛ̌ː	1248
1948	hunger (noun)	Gourou	gɛ̌:	ɡ ɛ̌ː	1248
1949	hunger (noun)	Jamsay_Mondoro	jɛ̌:	dʒ ɛ̌ː	1250
1950	hunger (noun)	Togo_Kan	gɛ̌:	ɡ ɛ̌ː	1248
1951	hunger (noun)	Yorno_So	gɛ̌:	ɡ ɛ̌ː	1248
1952	hunger (noun)	Tomo_Kan_Diangassagou	jà:	dʒ àː	1250
1953	hunger (noun)	Tommo_So	gíyɛ́	ɡ í dʒ ɛ́	1250
1954	hunger (noun)	Dogul_Dom	gìyá	ɡ ì dʒ á	1250
1955	hunger (noun)	Tebul_Ure	jǎ:	dʒ ǎː	1250
1956	hunger (noun)	Yanda_Dom	jà:	dʒ àː	1250
1957	hunger (noun)	Tiranige	kɔ̀rɛ̀	k ɔ̀ r ɛ̀	1248
1958	hunger (noun)	Mombo	kúgɔ́	k ú ɡ ɔ́	1248
#
1959	hunt (noun)	Toro_Tegu	àràósó	à r à ó s ó	1263
1960	hunt (noun)	Ben_Tey	dǎnnà	d ǎ n n à	1264
1961	hunt (noun)	Bankan_Tey	àrⁿàósú	à r̃ à ó s ú	1263
1962	hunt (noun)	Jamsay	dàná	d à n á	1264
1963	hunt (noun)	Perge_Tegu	dǎnnɛ̀	d ǎ n n ɛ̀	1264
1964	hunt (noun)	Gourou	dàná	d à n á	1264
1965	hunt (noun)	Togo_Kan	dáná	d á n á	1264
1966	hunt (noun)	Yorno_So	dánù	d á n ù	1264
1967	hunt (noun)	Tomo_Kan_Diangassagou	sù:sɔ̀	s ùː s ɔ̀	1274
1968	hunt (noun)	Tommo_So	àntólú	à n t ó l ú	1273
1969	hunt (noun)	Dogul_Dom	táálá	t á á l á	1264
1970	hunt (noun)	Tebul_Ure	dàndá	d à n d á	1264
1971	hunt (noun)	Yanda_Dom	dàná	d à n á	1264
1972	hunt (noun)	Tiranige	tà:nì	t àː n ì	1264
1973	hunt (noun)	Bunoge	dá:nàmà	d áː n à m à	1264
#
1974	inner bran of grain	Toro_Tegu	dò:bú	d òː b ú	1287
1975	inner bran of grain	Ben_Tey	yórò	dʒ ó r ò	1276
1976	inner bran of grain	Bankan_Tey	tùsǐ:ⁿ	t ù s ĩ̌ː	1275
1977	inner bran of grain	Nanga	yó:rò	dʒ óː r ò	1276
1978	inner bran of grain	Jamsay	yórò	dʒ ó r ò	1276
1979	inner bran of grain	Perge_Tegu	yórò	dʒ ó r ò	1276
1980	inner bran of grain	Gourou	yórò	dʒ ó r ò	1276
1981	inner bran of grain	Togo_Kan	yóró	dʒ ó r ó	1276
1982	inner bran of grain	Yorno_So	yólò	dʒ ó l ò	1276
1983	inner bran of grain	Tomo_Kan_Diangassagou	yòló	dʒ ò l ó	1276
1984	inner bran of grain	Tommo_So	káŋá	k á ŋ á	1283
1985	inner bran of grain	Tebul_Ure	yóró	dʒ ó r ó	1276
1986	inner bran of grain	Yanda_Dom	káŋá	k á ŋ á	1283
1987	inner bran of grain	Tiranige	kà:gè	k àː ɡ è	1283
1988	inner bran of grain	Mombo	pújù	p ú dʒ ù	1279
#
1989	insult (noun)	Toro_Tegu	dɔ́	d ɔ́	1288
1990	insult (noun)	Ben_Tey	dìyɔ̂:	d ì dʒ ɔ̂ː	1288
1991	insult (noun)	Bankan_Tey	dìyâ:	d ì dʒ âː	1288
1992	insult (noun)	Nanga	dùyâ	d ù dʒ â	1288
1993	insult (noun)	Jamsay	dɔ̌:	d ɔ̌ː	1288
1994	insult (noun)	Perge_Tegu	dɔ́:	d ɔ́ː	1288
1995	insult (noun)	Jamsay_Mondoro	dɔ̌:	d ɔ̌ː	1288
1996	insult (noun)	Togo_Kan	dɔ̌:	d ɔ̌ː	1288
1997	insult (noun)	Yorno_So	dɛ̌:	d ɛ̌ː	1288
1998	insult (noun)	Tommo_So	dùyɔ́	d ù dʒ ɔ́	1288
1999	insult (noun)	Tebul_Ure	dwá	d w á	1295
2000	insult (noun)	Yanda_Dom	dɔ̀:	d ɔ̀ː	1288
2001	insult (noun)	Tiranige	dwɛ́:	d w ɛ́ː	1295
2002	insult (noun)	Mombo	dɔ̂:	d ɔ̂ː	1288
#
2003	intestines (big and small)	Ben_Tey	pìrèkɔ́rɔ̀	p ì r è k ɔ́ r ɔ̀	1296
2004	intestines (big and small)	Bankan_Tey	pìrèkɔ́rɔ̀	p ì r è k ɔ́ r ɔ̀	1296
2005	intestines (big and small)	Jamsay	kɔ̀rⁿî:ⁿ	k ɔ̀ r̃ ĩ̂ː	1300
2006	intestines (big and small)	Gourou	kɔ̀rⁿî:	k ɔ̀ r̃ îː	1300
2007	intestines (big and small)	Togo_Kan	kɔ̀rⁿí:	k ɔ̀ r̃ íː	1300
2008	intestines (big and small)	Yorno_So	kɔ̀ljâ:	k ɔ̀ l dʒ âː	1300
2009	intestines (big and small)	Tomo_Kan_Diangassagou	kwɛ̀lɛ̀ⁿ	k w ɛ̀ l ɛ̃̀	1300
2010	intestines (big and small)	Tommo_So	bìndú	b ì n d ú	1299
2011	intestines (big and small)	Dogul_Dom	bìndú	b ì n d ú	1299
2012	intestines (big and small)	Tebul_Ure	bɛ̀ndǎ:	b ɛ̀ n d ǎː	1299
2013	intestines (big and small)	Yanda_Dom	pídím	p í d í m	1296
2014	intestines (big and small)	Tiranige	kólóndó	k ó l ó n d ó	1298
