# Wordlist

# META
@date:2013-04-09
@source:Heath et al. (2013)

# TAXA
<taxa>
Bankan_Tey
Ben_Tey
Bunoge
Dogul_Dom
Gourou
Jamsay
Jamsay_Mondoro
Mombo
Nanga
Perge_Tegu
Tebul_Ure
Tiranige
Togo_Kan
Tommo_So
Tomo_Kan_Diangassagou
Toro_Tegu
Yanda_Dom
Yorno_So
</taxa>

# DATA
ID	DOCULECT	COUNTERPART	CONCEPT	TOKENS
1724	Togo_Kan	kɛ̀nɛ̀jógó	heart	k ɛ̀ n ɛ̀ dʒ ó ɡ ó
1725	Yorno_So	lòŋgá	heart	l ò ŋ ɡ á
1726	Tomo_Kan_Diangassagou	sóⁿ	heart	s ṍ
1727	Tommo_So	kìndɛ̀ dúgɔ́	heart	k ì n d ɛ̀ # d ú ɡ ɔ́
1728	Dogul_Dom	kìɲjɔ́ dònnɛ́	heart	k ì ɲ dʒ ɔ́ # d ò n n ɛ́
1729	Tebul_Ure	kɛ̀ndɛ̀dùgáyɛ́	heart	k ɛ̀ n d ɛ̀ d ù ɡ á dʒ ɛ́
1730	Tiranige	dòŋgòsèŋgé	heart	d ò ŋ ɡ ò s è ŋ ɡ é
1731	Mombo	dóŋgósí	heart	d ó ŋ ɡ ó s í
1732	Bunoge	dòŋgòbè	heart	d ò ŋ ɡ ò b è
#
1733	Toro_Tegu	né:sú	hearth for cooking formed by three large stones (or two stones against a wall)	n éː s ú
1734	Ben_Tey	íyèy	hearth for cooking formed by three large stones (or two stones against a wall)	í dʒ è dʒ
1735	Bankan_Tey	írèjìrè	hearth for cooking formed by three large stones (or two stones against a wall)	í r è dʒ ì r è
1736	Nanga	ìyê	hearth for cooking formed by three large stones (or two stones against a wall)	ì dʒ ê
1737	Jamsay	níɲù	hearth for cooking formed by three large stones (or two stones against a wall)	n í ɲ ù
1738	Perge_Tegu	óŋgù	hearth for cooking formed by three large stones (or two stones against a wall)	ó ŋ ɡ ù
1739	Jamsay_Mondoro	níɲù	hearth for cooking formed by three large stones (or two stones against a wall)	n í ɲ ù
1740	Togo_Kan	nìɲìkóró	hearth for cooking formed by three large stones (or two stones against a wall)	n ì ɲ ì k ó r ó
1741	Yorno_So	níɲù	hearth for cooking formed by three large stones (or two stones against a wall)	n í ɲ ù
1742	Tomo_Kan_Diangassagou	yùjùkòlè	hearth for cooking formed by three large stones (or two stones against a wall)	dʒ ù dʒ ù k ò l è
1743	Tommo_So	níɲɲú	hearth for cooking formed by three large stones (or two stones against a wall)	n í ɲ ɲ ú
1744	Dogul_Dom	ɛ́yɛ́ŋ	hearth for cooking formed by three large stones (or two stones against a wall)	ɛ́ dʒ ɛ́ ŋ
1745	Tebul_Ure	éŋgé	hearth for cooking formed by three large stones (or two stones against a wall)	é ŋ ɡ é
1746	Yanda_Dom	ɛ̀ŋɛ̀cìn	hearth for cooking formed by three large stones (or two stones against a wall)	ɛ̀ ŋ ɛ̀ tʃ ì n
1747	Tiranige	èŋù	hearth for cooking formed by three large stones (or two stones against a wall)	è ŋ ù
1748	Mombo	ó:ŋgè	hearth for cooking formed by three large stones (or two stones against a wall)	óː ŋ ɡ è
#
1749	Toro_Tegu	dùsú	heavy	d ù s ú
1750	Ben_Tey	dùsú	heavy	d ù s ú
1751	Nanga	dúsî	heavy	d ú s î
1752	Jamsay	dùjú	heavy	d ù dʒ ú
1753	Perge_Tegu	dùsú	heavy	d ù s ú
1754	Gourou	dùsú	heavy	d ù s ú
1755	Jamsay_Mondoro	dùjú	heavy	d ù dʒ ú
1756	Togo_Kan	dògú	heavy	d ò ɡ ú
1757	Yorno_So	démɛ́	heavy	d é m ɛ́
1758	Tommo_So	túgóm	heavy	t ú ɡ ó m
1759	Dogul_Dom	dógùsò	heavy	d ó ɡ ù s ò
1760	Yanda_Dom	tùjù	heavy	t ù dʒ ù
1761	Tiranige	né:ŋgó:	heavy	n éː ŋ ɡ óː
1762	Mombo	dɔ́ŋgá	heavy	d ɔ́ ŋ ɡ á
1763	Bunoge	nìnjì	heavy	n ì n dʒ ì
#
1764	Toro_Tegu	tìrú	heavy wooden ladder for roof (carved from one trunk)	t ì r ú
1765	Ben_Tey	bíní:	heavy wooden ladder for roof (carved from one trunk)	b í n íː
1766	Bankan_Tey	bírⁿí:	heavy wooden ladder for roof (carved from one trunk)	b í r̃ íː
1767	Nanga	bírⁿí	heavy wooden ladder for roof (carved from one trunk)	b í r̃ í
1768	Jamsay	tìrú	heavy wooden ladder for roof (carved from one trunk)	t ì r ú
1769	Perge_Tegu	bírí	heavy wooden ladder for roof (carved from one trunk)	b í r í
1770	Gourou	tèrú	heavy wooden ladder for roof (carved from one trunk)	t è r ú
1771	Jamsay_Mondoro	tìrú	heavy wooden ladder for roof (carved from one trunk)	t ì r ú
1772	Togo_Kan	tìrí	heavy wooden ladder for roof (carved from one trunk)	t ì r í
1773	Yorno_So	bíl	heavy wooden ladder for roof (carved from one trunk)	b í l
1774	Tommo_So	bílú	heavy wooden ladder for roof (carved from one trunk)	b í l ú
1775	Dogul_Dom	jónú	heavy wooden ladder for roof (carved from one trunk)	dʒ ó n ú
1776	Yanda_Dom	bǐl	heavy wooden ladder for roof (carved from one trunk)	b ǐ l
1777	Tiranige	yòwⁿ	heavy wooden ladder for roof (carved from one trunk)	dʒ ò w̃
#
1778	Toro_Tegu	bégò	hiccup (noun)	b é ɡ ò
1779	Ben_Tey	cɛ̀lɛ̀bégù	hiccup (noun)	tʃ ɛ̀ l ɛ̀ b é ɡ ù
1780	Bankan_Tey	hékkûm	hiccup (noun)	h é k k û m
1781	Jamsay	bìbégè	hiccup (noun)	b ì b é ɡ è
1782	Perge_Tegu	bégúrù	hiccup (noun)	b é ɡ ú r ù
1783	Gourou	bégù	hiccup (noun)	b é ɡ ù
1784	Jamsay_Mondoro	bégù	hiccup (noun)	b é ɡ ù
1785	Togo_Kan	kɛ̀nɛ̀pèrúgé	hiccup (noun)	k ɛ̀ n ɛ̀ p è r ú ɡ é
1786	Tomo_Kan_Diangassagou	hègì	hiccup (noun)	h è ɡ ì
1787	Tommo_So	bégúmàbégú	hiccup (noun)	b é ɡ ú m à b é ɡ ú
1788	Dogul_Dom	gèwò gínò	hiccup (noun)	ɡ è w ò # ɡ í n ò
1789	Tebul_Ure	bègùmà:bégú	hiccup (noun)	b è ɡ ù m àː b é ɡ ú
1790	Yanda_Dom	bègùmàbégù	hiccup (noun)	b è ɡ ù m à b é ɡ ù
1791	Tiranige	bìgèbígè	hiccup (noun)	b ì ɡ è b í ɡ è
1792	Mombo	bégù	hiccup (noun)	b é ɡ ù
#
1793	Toro_Tegu	gùsú	hide, skin (of animal)	ɡ ù s ú
1794	Ben_Tey	gùsú	hide, skin (of animal)	ɡ ù s ú
1795	Bankan_Tey	gùsú	hide, skin (of animal)	ɡ ù s ú
1796	Nanga	gùsí	hide, skin (of animal)	ɡ ù s í
1797	Jamsay	gùjú	hide, skin (of animal)	ɡ ù dʒ ú
1798	Perge_Tegu	gùsú	hide, skin (of animal)	ɡ ù s ú
1799	Togo_Kan	gùjú	hide, skin (of animal)	ɡ ù dʒ ú
1800	Yorno_So	gùjú	hide, skin (of animal)	ɡ ù dʒ ú
1801	Tommo_So	bɛ̀lú gùdù	hide, skin (of animal)	b ɛ̀ l ú # ɡ ù d ù
1802	Dogul_Dom	gùsùgú	hide, skin (of animal)	ɡ ù s ù ɡ ú
1803	Tebul_Ure	gùdùgó	hide, skin (of animal)	ɡ ù d ù ɡ ó
1804	Yanda_Dom	gùzù	hide, skin (of animal)	ɡ ù z ù
1805	Tiranige	gwí:	hide, skin (of animal)	ɡ w íː
1806	Mombo	gújù	hide, skin (of animal)	ɡ ú dʒ ù
#
1807	Toro_Tegu	péŋó	hip	p é ŋ ó
1808	Ben_Tey	dǒ:	hip	d ǒː
1809	Bankan_Tey	dǒ:	hip	d ǒː
1810	Nanga	dǒ:	hip	d ǒː
1811	Jamsay	dɔ̌yⁿ	hip	d ɔ̌ dʒⁿ
1812	Perge_Tegu	dɛ̌:ⁿ	hip	d ɛ̌ːⁿ
1813	Jamsay_Mondoro	dɔ̌yⁿ	hip	d ɔ̌ dʒⁿ
1814	Togo_Kan	dǐⁿ	hip	d ĩ̌
1815	Tomo_Kan_Diangassagou	jùⁿ	hip	dʒ ũ̀
1816	Tommo_So	kéú	hip	k é ú
1817	Tebul_Ure	dáŋgá:	hip	d á ŋ ɡ áː
1818	Yanda_Dom	dày	hip	d à dʒ
1819	Tiranige	dé:ŋgé	hip	d éː ŋ ɡ é
1820	Mombo	péŋgélí	hip	p é ŋ ɡ é l í
1821	Bunoge	kìbà	hip	k ì b à
#
1822	Toro_Tegu	ìwó	honey	ì w ó
1823	Ben_Tey	yěy	honey	dʒ ě dʒ
1824	Bankan_Tey	yěy	honey	dʒ ě dʒ
1825	Gourou	yùŋú	honey	dʒ ù ŋ ú
1826	Togo_Kan	tɛ̌:	honey	t ɛ̌ː
1827	Yorno_So	yɛ̌yⁿ	honey	dʒ ɛ̌ dʒⁿ
1828	Tomo_Kan_Diangassagou	cà:	honey	tʃ àː
1829	Tommo_So	ììyé	honey	ì ì dʒ é
1830	Dogul_Dom	úwùŋ	honey	ú w ù ŋ
1831	Tebul_Ure	ìdé	honey	ì d é
1832	Yanda_Dom	ìzèŋ	honey	ì z è ŋ
1833	Tiranige	í:gé	honey	íː ɡ é
1834	Mombo	ígè	honey	í ɡ è
1835	Bunoge	ʔígè	honey	ʔ í ɡ è
#
1836	Toro_Tegu	círá	horn (of animal)	tʃ í r á
1837	Ben_Tey	cíyà	horn (of animal)	tʃ í dʒ à
1838	Nanga	kírâ	horn (of animal)	k í r â
1839	Jamsay	círɛ́	horn (of animal)	tʃ í r ɛ́
1840	Perge_Tegu	kírɛ́	horn (of animal)	k í r ɛ́
1841	Gourou	kírɛ́	horn (of animal)	k í r ɛ́
1842	Togo_Kan	kírɛ́	horn (of animal)	k í r ɛ́
1843	Yorno_So	kílɛ̀	horn (of animal)	k í l ɛ̀
1844	Tomo_Kan_Diangassagou	cìlá	horn (of animal)	tʃ ì l á
1845	Tommo_So	kɛ́lɛ́	horn (of animal)	k ɛ́ l ɛ́
1846	Dogul_Dom	kɛ̀lɔ́	horn (of animal)	k ɛ̀ l ɔ́
1847	Tiranige	cɛ̀:lɛ̀ŋgè	horn (of animal)	tʃ ɛ̀ː l ɛ̀ ŋ ɡ è
1848	Mombo	kɛ́lɛ́	horn (of animal)	k ɛ́ l ɛ́
1849	Bunoge	kɛ̀lɛ̀	horn (of animal)	k ɛ̀ l ɛ̀
#
1850	Toro_Tegu	cɛ̀cɛ̀rú	hot chili pepper	tʃ ɛ̀ tʃ ɛ̀ r ú
1851	Ben_Tey	kɛ̀pɛ̂l	hot chili pepper	k ɛ̀ p ɛ̂ l
1852	Bankan_Tey	cɛ̀pɛ̂l	hot chili pepper	tʃ ɛ̀ p ɛ̂ l
1853	Nanga	tɛ̀bɛ́rî	hot chili pepper	t ɛ̀ b ɛ́ r î
1854	Jamsay	cɛ̀pɛ̂l	hot chili pepper	tʃ ɛ̀ p ɛ̂ l
1855	Perge_Tegu	kɛ̀pɛ̂l	hot chili pepper	k ɛ̀ p ɛ̂ l
1856	Gourou	kɛ̀pɛ̂l	hot chili pepper	k ɛ̀ p ɛ̂ l
1857	Togo_Kan	kɛ̀pɛ́lú	hot chili pepper	k ɛ̀ p ɛ́ l ú
1858	Tomo_Kan_Diangassagou	cɛ̀pɛ̀rì	hot chili pepper	tʃ ɛ̀ p ɛ̀ r ì
1859	Tommo_So	pɛ̀rɛ́ndɛ́	hot chili pepper	p ɛ̀ r ɛ́ n d ɛ́
1860	Dogul_Dom	kɛ̀bɛ́ɛ́r	hot chili pepper	k ɛ̀ b ɛ́ ɛ́ r
1861	Tebul_Ure	sàpɛ̀rɛ́ndɛ́	hot chili pepper	s à p ɛ̀ r ɛ́ n d ɛ́
1862	Yanda_Dom	sáptɛ́rɛ̀	hot chili pepper	s á p t ɛ́ r ɛ̀
1863	Tiranige	pɛ́dɛ̀	hot chili pepper	p ɛ́ d ɛ̀
1864	Mombo	kè:bèré	hot chili pepper	k èː b è r é
1865	Bunoge	dándì	hot chili pepper	d á n d ì
#
1866	Toro_Tegu	nùwⁿɔ̀cɛ̀ŋá	hot coal, ember	n ù w̃ ɔ̀ tʃ ɛ̀ ŋ á
1867	Ben_Tey	gò: bɔ̀rⁿɔ̌yⁿ	hot coal, ember	ɡ òː # b ɔ̀ r̃ ɔ̌ dʒⁿ
1868	Bankan_Tey	gò:ɲírⁿéyⁿ	hot coal, ember	ɡ òː ɲ í r̃ é dʒⁿ
1869	Nanga	gò:pùrⁿɔ́	hot coal, ember	ɡ òː p ù r̃ ɔ́
1870	Jamsay	nùwⁿòcìrɛ́	hot coal, ember	n ù w̃ ò tʃ ì r ɛ́
1871	Perge_Tegu	nùwⁿò bɔ̀rⁿɔ́	hot coal, ember	n ù w̃ ò # b ɔ̀ r̃ ɔ́
1872	Togo_Kan	ɲɛ̀:bɛ́:	hot coal, ember	ɲ ɛ̀ː b ɛ́ː
1873	Yorno_So	yàmbɔ̀rⁿɔ́	hot coal, ember	dʒ à m b ɔ̀ r̃ ɔ́
1874	Tomo_Kan_Diangassagou	ɲà:cíʔínà	hot coal, ember	ɲ àː tʃ í ʔ í n à
1875	Tommo_So	ɲàm bɔ̀nɔ́	hot coal, ember	ɲ à m # b ɔ̀ n ɔ́
1876	Dogul_Dom	gògò ɛ̀mɛ̀gínɛ́	hot coal, ember	ɡ ò ɡ ò # ɛ̀ m ɛ̀ ɡ í n ɛ́
1877	Tebul_Ure	gò:bɔ̀rⁿɔ́	hot coal, ember	ɡ òː b ɔ̀ r̃ ɔ́
1878	Tiranige	jíyé sèŋgé	hot coal, ember	dʒ í dʒ é # s è ŋ ɡ é
1879	Mombo	ɲá:ŋgó	hot coal, ember	ɲ áː ŋ ɡ ó
#
1880	Toro_Tegu	íló	house	í l ó
1881	Ben_Tey	úrò	house	ú r ò
1882	Bankan_Tey	úrò	house	ú r ò
1883	Jamsay	úró	house	ú r ó
1884	Perge_Tegu	íré	house	í r é
1885	Gourou	úró	house	ú r ó
1886	Jamsay_Mondoro	úró	house	ú r ó
1887	Togo_Kan	gìrⁿí	house	ɡ ì r̃ í
1888	Yorno_So	gɛ̀rⁿɛ́	house	ɡ ɛ̀ r̃ ɛ́
1889	Tommo_So	gìnɛ́	house	ɡ ì n ɛ́
1890	Dogul_Dom	ḿbùŋ	house	ḿ b ù ŋ
1891	Tebul_Ure	úló	house	ú l ó
1892	Yanda_Dom	ʔə́ló	house	ʔ ə́ l ó
1893	Tiranige	jíwá	house	dʒ í w á
1894	Mombo	débù	house	d é b ù
1895	Bunoge	ʔòbò	house	ʔ ò b ò
#
1896	Toro_Tegu	àŋí	how much?, how many?	à ŋ í
1897	Ben_Tey	à:ŋgá	how much?, how many?	àː ŋ ɡ á
1898	Bankan_Tey	à:ŋgá	how much?, how many?	àː ŋ ɡ á
1899	Nanga	à:ŋgǎy	how much?, how many?	àː ŋ ɡ ǎ dʒ
1900	Jamsay	à:ŋá	how much?, how many?	àː ŋ á
1901	Perge_Tegu	à:ŋgá	how much?, how many?	àː ŋ ɡ á
1902	Jamsay_Mondoro	à:ŋá	how much?, how many?	àː ŋ á
1903	Togo_Kan	à:ŋá	how much?, how many?	àː ŋ á
1904	Yorno_So	àŋá	how much?, how many?	à ŋ á
1905	Tommo_So	àŋgé	how much?, how many?	à ŋ ɡ é
1906	Tebul_Ure	àŋgá	how much?, how many?	à ŋ ɡ á
1907	Yanda_Dom	àŋà	how much?, how many?	à ŋ à
1908	Tiranige	à:ŋgá	how much?, how many?	àː ŋ ɡ á
1909	Mombo	á:ŋgà	how much?, how many?	áː ŋ ɡ à
1910	Bunoge	ʔáŋgáwⁿ	how much?, how many?	ʔ á ŋ ɡ á w̃
#
1911	Toro_Tegu	yⁿàŋêy	how?	dʒⁿ à ŋ ê dʒ
1912	Ben_Tey	àŋây	how?	à ŋ â dʒ
1913	Bankan_Tey	àŋgây	how?	à ŋ ɡ â dʒ
1914	Nanga	àmâyⁿ	how?	à m â dʒⁿ
1915	Jamsay	yɔ̌:jǐn	how?	dʒ ɔ̌ː dʒ ǐ n
1916	Perge_Tegu	yǎwɲɛ̀:	how?	dʒ ǎ w ɲ ɛ̀ː
1917	Jamsay_Mondoro	yɔ̌:jǐn	how?	dʒ ɔ̌ː dʒ ǐ n
1918	Togo_Kan	ɲâŋ	how?	ɲ â ŋ
1919	Yorno_So	yàŋín	how?	dʒ à ŋ í n
1920	Tommo_So	yàŋgéni	how?	dʒ à ŋ ɡ é n i
1921	Dogul_Dom	àyáŋ	how?	à dʒ á ŋ
1922	Tebul_Ure	áyⁿ	how?	á dʒⁿ
1923	Yanda_Dom	ànjǎ:	how?	à n dʒ ǎː
1924	Mombo	mánà	how?	m á n à
1925	Bunoge	nánjì	how?	n á n dʒ ì
#
1926	Toro_Tegu	zúŋɔ́	hump (of cow, camel, st donkey)	z ú ŋ ɔ́
1927	Ben_Tey	jàgî:	hump (of cow, camel, st donkey)	dʒ à ɡ îː
1928	Nanga	jɔ́ŋgɛ́rɛ̀	hump (of cow, camel, st donkey)	dʒ ɔ́ ŋ ɡ ɛ́ r ɛ̀
1929	Jamsay	jûŋ	hump (of cow, camel, st donkey)	dʒ û ŋ
1930	Perge_Tegu	jɔ́ŋgɛ́:rɛ̀	hump (of cow, camel, st donkey)	dʒ ɔ́ ŋ ɡ ɛ́ː r ɛ̀
1931	Gourou	zàgù túmó	hump (of cow, camel, st donkey)	z à ɡ ù # t ú m ó
1932	Togo_Kan	yú:jú	hump (of cow, camel, st donkey)	dʒ úː dʒ ú
1933	Yorno_So	tɔ́m	hump (of cow, camel, st donkey)	t ɔ́ m
1934	Tomo_Kan_Diangassagou	nùʔì:ⁿʔí:ⁿ	hump (of cow, camel, st donkey)	n ù ʔ ìːⁿ ʔ íːⁿ
1935	Tommo_So	jɔ́ŋgɔ́	hump (of cow, camel, st donkey)	dʒ ɔ́ ŋ ɡ ɔ́
1936	Dogul_Dom	jɔ́ŋgɔ̀	hump (of cow, camel, st donkey)	dʒ ɔ́ ŋ ɡ ɔ̀
1937	Tebul_Ure	tɔ́m	hump (of cow, camel, st donkey)	t ɔ́ m
1938	Yanda_Dom	tɔ́m	hump (of cow, camel, st donkey)	t ɔ́ m
1939	Tiranige	kɔ̀lɔ̀kɔ̀lɔ̀	hump (of cow, camel, st donkey)	k ɔ̀ l ɔ̀ k ɔ̀ l ɔ̀
1940	Mombo	kúndúkúndú	hump (of cow, camel, st donkey)	k ú n d ú k ú n d ú
1941	Bunoge	kúlù	hump (of cow, camel, st donkey)	k ú l ù
#
1942	Toro_Tegu	àrkírì	hunger (noun)	à r k í r ì
1943	Ben_Tey	kɔ̂:	hunger (noun)	k ɔ̂ː
1944	Bankan_Tey	kɔ̂:	hunger (noun)	k ɔ̂ː
1945	Nanga	gìyá	hunger (noun)	ɡ ì dʒ á
1946	Jamsay	jɛ̌:	hunger (noun)	dʒ ɛ̌ː
1947	Perge_Tegu	gɛ̌:	hunger (noun)	ɡ ɛ̌ː
1948	Gourou	gɛ̌:	hunger (noun)	ɡ ɛ̌ː
1949	Jamsay_Mondoro	jɛ̌:	hunger (noun)	dʒ ɛ̌ː
1950	Togo_Kan	gɛ̌:	hunger (noun)	ɡ ɛ̌ː
1951	Yorno_So	gɛ̌:	hunger (noun)	ɡ ɛ̌ː
1952	Tomo_Kan_Diangassagou	jà:	hunger (noun)	dʒ àː
1953	Tommo_So	gíyɛ́	hunger (noun)	ɡ í dʒ ɛ́
1954	Dogul_Dom	gìyá	hunger (noun)	ɡ ì dʒ á
1955	Tebul_Ure	jǎ:	hunger (noun)	dʒ ǎː
1956	Yanda_Dom	jà:	hunger (noun)	dʒ àː
1957	Tiranige	kɔ̀rɛ̀	hunger (noun)	k ɔ̀ r ɛ̀
1958	Mombo	kúgɔ́	hunger (noun)	k ú ɡ ɔ́
#
1959	Toro_Tegu	àràósó	hunt (noun)	à r à ó s ó
1960	Ben_Tey	dǎnnà	hunt (noun)	d ǎ n n à
1961	Bankan_Tey	àrⁿàósú	hunt (noun)	à r̃ à ó s ú
1962	Jamsay	dàná	hunt (noun)	d à n á
1963	Perge_Tegu	dǎnnɛ̀	hunt (noun)	d ǎ n n ɛ̀
1964	Gourou	dàná	hunt (noun)	d à n á
1965	Togo_Kan	dáná	hunt (noun)	d á n á
1966	Yorno_So	dánù	hunt (noun)	d á n ù
1967	Tomo_Kan_Diangassagou	sù:sɔ̀	hunt (noun)	s ùː s ɔ̀
1968	Tommo_So	àntólú	hunt (noun)	à n t ó l ú
1969	Dogul_Dom	táálá	hunt (noun)	t á á l á
1970	Tebul_Ure	dàndá	hunt (noun)	d à n d á
1971	Yanda_Dom	dàná	hunt (noun)	d à n á
1972	Tiranige	tà:nì	hunt (noun)	t àː n ì
1973	Bunoge	dá:nàmà	hunt (noun)	d áː n à m à
#
1974	Toro_Tegu	dò:bú	inner bran of grain	d òː b ú
1975	Ben_Tey	yórò	inner bran of grain	dʒ ó r ò
1976	Bankan_Tey	tùsǐ:ⁿ	inner bran of grain	t ù s ĩ̌ː
1977	Nanga	yó:rò	inner bran of grain	dʒ óː r ò
1978	Jamsay	yórò	inner bran of grain	dʒ ó r ò
1979	Perge_Tegu	yórò	inner bran of grain	dʒ ó r ò
1980	Gourou	yórò	inner bran of grain	dʒ ó r ò
1981	Togo_Kan	yóró	inner bran of grain	dʒ ó r ó
1982	Yorno_So	yólò	inner bran of grain	dʒ ó l ò
1983	Tomo_Kan_Diangassagou	yòló	inner bran of grain	dʒ ò l ó
1984	Tommo_So	káŋá	inner bran of grain	k á ŋ á
1985	Tebul_Ure	yóró	inner bran of grain	dʒ ó r ó
1986	Yanda_Dom	káŋá	inner bran of grain	k á ŋ á
1987	Tiranige	kà:gè	inner bran of grain	k àː ɡ è
1988	Mombo	pújù	inner bran of grain	p ú dʒ ù
#
1989	Toro_Tegu	dɔ́	insult (noun)	d ɔ́
1990	Ben_Tey	dìyɔ̂:	insult (noun)	d ì dʒ ɔ̂ː
1991	Bankan_Tey	dìyâ:	insult (noun)	d ì dʒ âː
1992	Nanga	dùyâ	insult (noun)	d ù dʒ â
1993	Jamsay	dɔ̌:	insult (noun)	d ɔ̌ː
1994	Perge_Tegu	dɔ́:	insult (noun)	d ɔ́ː
1995	Jamsay_Mondoro	dɔ̌:	insult (noun)	d ɔ̌ː
1996	Togo_Kan	dɔ̌:	insult (noun)	d ɔ̌ː
1997	Yorno_So	dɛ̌:	insult (noun)	d ɛ̌ː
1998	Tommo_So	dùyɔ́	insult (noun)	d ù dʒ ɔ́
1999	Tebul_Ure	dwá	insult (noun)	d w á
2000	Yanda_Dom	dɔ̀:	insult (noun)	d ɔ̀ː
2001	Tiranige	dwɛ́:	insult (noun)	d w ɛ́ː
2002	Mombo	dɔ̂:	insult (noun)	d ɔ̂ː
#
2003	Ben_Tey	pìrèkɔ́rɔ̀	intestines (big and small)	p ì r è k ɔ́ r ɔ̀
2004	Bankan_Tey	pìrèkɔ́rɔ̀	intestines (big and small)	p ì r è k ɔ́ r ɔ̀
2005	Jamsay	kɔ̀rⁿî:ⁿ	intestines (big and small)	k ɔ̀ r̃ ĩ̂ː
2006	Gourou	kɔ̀rⁿî:	intestines (big and small)	k ɔ̀ r̃ îː
2007	Togo_Kan	kɔ̀rⁿí:	intestines (big and small)	k ɔ̀ r̃ íː
2008	Yorno_So	kɔ̀ljâ:	intestines (big and small)	k ɔ̀ l dʒ âː
2009	Tomo_Kan_Diangassagou	kwɛ̀lɛ̀ⁿ	intestines (big and small)	k w ɛ̀ l ɛ̃̀
2010	Tommo_So	bìndú	intestines (big and small)	b ì n d ú
2011	Dogul_Dom	bìndú	intestines (big and small)	b ì n d ú
2012	Tebul_Ure	bɛ̀ndǎ:	intestines (big and small)	b ɛ̀ n d ǎː
2013	Yanda_Dom	pídím	intestines (big and small)	p í d í m
2014	Tiranige	kólóndó	intestines (big and small)	k ó l ó n d ó
2015	Mombo	nòlè ɲóŋgò	intestines (big and small)	n ò l è # ɲ ó ŋ ɡ ò
2016	Bunoge	dòléŋkòndè	intestines (big and small)	d ò l é ŋ k ò n d è
#
2017	Toro_Tegu	kàpèŋgùró	jaw (lower)	k à p è ŋ ɡ ù r ó
2018	Ben_Tey	áŋgí	jaw (lower)	á ŋ ɡ í
2019	Jamsay	ɛ̀wⁿɛ́	jaw (lower)	ɛ̀ w̃ ɛ́
2020	Perge_Tegu	áŋú	jaw (lower)	á ŋ ú
2021	Gourou	ɛ̀wⁿɛ̀ kɛ̀nɛ́	jaw (lower)	ɛ̀ w̃ ɛ̀ # k ɛ̀ n ɛ́
2022	Togo_Kan	ɛ̀wⁿɛ́	jaw (lower)	ɛ̀ w̃ ɛ́
2023	Yorno_So	àŋgǎ:ⁿ	jaw (lower)	à ŋ ɡ ǎːⁿ
2024	Tomo_Kan_Diangassagou	ʔyàmàndú	jaw (lower)	ʔ dʒ à m à n d ú
2025	Tommo_So	àŋgàà dúú	jaw (lower)	à ŋ ɡ à à # d ú ú
2026	Dogul_Dom	áŋá	jaw (lower)	á ŋ á
2027	Tebul_Ure	àŋgǎ:	jaw (lower)	à ŋ ɡ ǎː
2028	Yanda_Dom	àŋgà	jaw (lower)	à ŋ ɡ à
2029	Tiranige	ɛ̀:	jaw (lower)	ɛ̀ː
2030	Bunoge	ná:ŋà:	jaw (lower)	n áː ŋ àː
#
2031	Toro_Tegu	làràmkúm	kidney	l à r à m k ú m
2032	Ben_Tey	nàrⁿìyî:	kidney	n à r̃ ì dʒ îː
2033	Bankan_Tey	nàrⁿâyⁿ	kidney	n à r̃ â dʒⁿ
2034	Nanga	nàrⁿìǹjâ	kidney	n à r̃ ì ǹ dʒ â
2035	Jamsay	nàrⁿî:	kidney	n à r̃ îː
2036	Perge_Tegu	nàrⁿî:	kidney	n à r̃ îː
2037	Togo_Kan	gàríⁿ	kidney	ɡ à r ĩ́
2038	Yorno_So	nàrⁿǐ:	kidney	n à r̃ ǐː
2039	Tomo_Kan_Diangassagou	jùⁿʔí:ⁿ	kidney	dʒ ũ̀ ʔ íːⁿ
2040	Tommo_So	nàlí	kidney	n à l í
2041	Dogul_Dom	nàló	kidney	n à l ó
2042	Tebul_Ure	làlíyɛ́	kidney	l à l í dʒ ɛ́
2043	Yanda_Dom	làlíyè	kidney	l à l í dʒ è
2044	Mombo	kíbɛ̂y	kidney	k í b ɛ̂ dʒ
#
2045	Toro_Tegu	nìŋó	knee	n ì ŋ ó
2046	Bankan_Tey	kízì	knee	k í z ì
2047	Nanga	kùnjòkúnjô	knee	k ù n dʒ ò k ú n dʒ ô
2048	Perge_Tegu	nìŋgé	knee	n ì ŋ ɡ é
2049	Gourou	nèŋé	knee	n è ŋ é
2050	Jamsay_Mondoro	nɛ̀ŋɛ́	knee	n ɛ̀ ŋ ɛ́
2051	Togo_Kan	nèŋèrèkúⁿ	knee	n è ŋ è r è k ṹ
2052	Yorno_So	yúŋóló	knee	dʒ ú ŋ ó l ó
2053	Tomo_Kan_Diangassagou	ɲùŋgòlò	knee	ɲ ù ŋ ɡ ò l ò
2054	Tommo_So	ànù yóŋóló	knee	à n ù # dʒ ó ŋ ó l ó
2055	Dogul_Dom	kúɲjù	knee	k ú ɲ dʒ ù
2056	Tebul_Ure	kúndú	knee	k ú n d ú
2057	Yanda_Dom	kúnzú	knee	k ú n z ú
2058	Tiranige	kúnjúgɔ́	knee	k ú n dʒ ú ɡ ɔ́
2059	Mombo	kúnjúgà	knee	k ú n dʒ ú ɡ à
2060	Bunoge	kùnjúgà	knee	k ù n dʒ ú ɡ à
#
2061	Toro_Tegu	pèrú	knife	p è r ú
