code (Eng)	subcode (Eng)	code (fr)	sous-code (fr)	code #	subcode #	subsubcode #	short	court	ref#	date	comment	Leipzig-Jakarta	Swadesh (AH)	English	français	NAME Toro Tegu	NAME Bangime	NAME Sangha So	NAME Ben Tey	NAME Bankan-Tey	NAME Nanga	Jamsay (alphabet)	NAME Jamsay Douentza	NAME Perge Tegu	NAME Gourou	NAME Jamsay Mondoro	NAME Togo-Kan	NAME Yorno-So	NAME Tomo Kan Segue	NAME Tomo Kan Diangassagou	NAME Tommo-So	NAME Dogul Dom	 NAME Tebul Ure	NAME Yanda Dom	NAME Najamba	NAME Tiranige	NAME Mombo	NAME Ampari	NAME Bunoge	NAME Penange
existence	be in (sth)	existence	être dans	64	7	2	be in	être dans	03291	old	basic			(person, animal, tree, etc.) be in (sth)	(personne, animal, arbre, etc.) ê. dans (qch)						yá kùrⁿò	yɔkun	yɔ́≡kùn	yá≡kùn				yá tò					yé tùnà	yà kún, kùn	túnò					
existence	be in (sth)	existence	être dans	64	7	3	be in	être dans	03292	old	basic			be in (sth)	ê. dans (qch)							kun	kùn	kùn\\kùrⁿù-bɔ̀	kùn	kùn	[X bîn] sò, [X bîn] yɛ́ sò	[X nɛ̀] tò			kó-tô, tô			yà kún, kùn			túlá			
existence	be in (sth)	existence	être dans	64	7	4	be on	être sur	03293	old	basic			(sb, sth) be on (e.g. roof, tree)	(qn, qch) ê. sur (toit, arbre, etc.)						yá nàŋà	na	nà:	yá nàŋgà		nà:	[X kûⁿ] náŋà	[X nɛ̀] yàŋà			wɔ̂		yé nàŋgà	yà nàŋá	ságà	dáŋgí-yó, dáŋgà (stative), ságí-yó, ságà (stative)				
existence	be in (sth)	existence	être dans	64	7	5	existential	existentiel	03294	old	basic			(Existential particle, with 'be' and 'have')	(particule existentiel, avec 'être' et 'avoir')	á (with 'be')			yá	yá	yá	yɛ,yɔ	yɛ́, yɔ́	yá			yɛ́, yɔ́	yá			yé	yò	yé	yà	(none)	è ~ é (unmarked), yà ~ yá (distant)	ò	ǎⁿ	bò (with 'have' and derived statives)	ɛ̀ⁿ ~ ɛ̀
existence	not be	existence	ne pas être	64	8	1	not be	ne pas être	03295	old	basic		(sth) not exist, there is/are not	(sth) not exist, there is/are not	ne pas exister, il n'y a pas	yⁿá-ŋ̀gó	béè		ŋ̀gó	ŋ̀gǒ:	ŋ̀gó	kɔrɔ	kɔ̀:-rɔ́	ŋ̀gó	kɔ̀:rɔ́	kɔ̀:-rɔ́	kɔ̀:-rɔ́	kɔ̀-lɔ́			òndú, tòò-lɛ́	bùnnù	ŋ̀gó	ònú	òndí- ~ òndú-		kóná:ⁿ ólì		ʔórì	wǒl
existence	not be	existence	ne pas être	64	8	3	absent, not be	absent, ne pas être	03297	old	basic			(sb) not be (somewhere), be absent (suffixed)	ne pas être (quelque part), ê. absent (à suffixe)	yⁿá-ŋ̀gó			ŋ̀gó	ŋ̀gǒ:	ŋ̀gó	wɔrɔ	wɔ̀:-rɔ́	ŋ̀gó			wɔ̀:-rɔ́	wɔ̀-lɔ́			òndú	bùnnú èlé	ŋ̀gó	ònú	òndí- ~ òndú-		ólì		ʔórì	wǒl
existence	object	existence	object	64	12	1	thing, object	chose, objet	03314	old	basic			thing (general term)	chose (mot général)	ɛ́sú, ɛ̀sù-làgú		kɪ́ðɛ́	kɔ́:ⁿ	kɔ́n	kɔ́, kɔ́-ŋ, kɔ̀-kámâ\\yɛ̀-kámâ	cɛ,cijɛ	cɛ̌:, cìjɛ́	kí:	kìsɛ́	cɛ̌:	ɔ̀jɔ́	kíjɛ́			kídɛ́	góòŋ	cɛ́ (cf. cì ɔ́mɔ̀)	kí	kóŋgò\\yèpà:bé	wɛ̀:	yɛ́:	yɛ́ (yɛ́: gé)	wɛ̀:	yɛ̀:
existence	object	existence	object	64	12	2	thing, critter	chose, bête	03315	old	basic			critter (unspecified animate thing)	bête (chose vivante non spécifique)			kìrⁿùgú \\ kínú sùùⁿ	yɔ́-m\\yɔ́:		yɛ̂						ɔ̀jɔ́	kìjɛ̀ ɔ́:ⁿ, kìjɛ̀ kín-ŋú			kìnù-gú				kóŋgò\\bómbò, yɛ̂:\\bómbò					
distance	distant	distance	loin	65	1	1	far, distant	lointain	03316	old	basic	far		far, distant	lointain	wà:gá	ɥúndù	wàgé wɔ́	wa᷈:w	wⁿâ:wⁿ	wàgá	waga	wàɣá	wàgá	wàɣá, wàɣá: kɔ̀	wàgá	wàgá	wàgú			wàgé	wàgóón	wàgá (invariant)	wàjú	wàgí-yè\\wǎ-ŋgè	wágá	wágù	wàgè (wàgè gé)	wàgì	wàgè
distance	distant	distance	loin	65	1	5	distance	distance	03320	old			distance, fact of being far away	distance, fact of being far away	distance, fait d'ê. loin		ɥúndù	wàgé \\ párá	wǎ:w			waga	wàɣá				wà-wàgù-ná	wù-wàgú			wàgé	wàgò-wàgóón					wájà			
distance	near	distance	près	65	2	4	near, close	proche, près	03325	old	basic		near, close	near, close	proche, près	bɛ̀rú	kɛ́rɛ́	bɛ̀rí wɔ́ \\ wàgé lá	sɔ̀sû-w\\sɔ̀sû-m\\sɔ̀sú-yɛ̀	... cér wò, ... cérì wò	bɛ̀rí	eŋ	é:ŋ	bɛ̀rú	ɛ́:ŋí, é:ŋí: kɔ̀	é:ŋ	ɛ́:ŋú	bɛ̀rú			bɛ̀rú-gó	bɛ̀rɛ́g	bɛ̀rɛ́:\\bɛ̀r-gɔ́\\bɛ̀r-mbɔ́	bɛ̀dú	dùmí-yè\\dǔm-gè	bɛ́:rí	bɛ́rù, péŋgú	ìŋgà (ìŋgà gé)	tɔ́:ⁿ-tɔ́:ⁿ bò	jámá
space	place	espace	endroit	66	1	1	place, location	lieu, endroit	03343	old	basic			place, location	lieu, endroit	děŋ		jàlú \\ gáná	ɔ́rⁿɔ̀	ɔ́rⁿɔ̀	ɔ̂:	diⁿ,deyⁿ	dǐ:ⁿ, děyⁿ	dɛ̌:ⁿ	děyⁿ	dǐ:ⁿ	dèŋú ~ děŋ, ɲá	dɛ̌yⁿ			yàlú, gándá	yàlúg	gándá	ɔ̀mɔ́	kéŋgè\\kéŋgè	jɛ́lɛ́	gê: // gêwⁿ, tɛ́bɔ́, ɛ́ŋgɔ̀, ó:ŋgò, dó:ŋgé	tùrɛ̀ (tùrɛ̀ gé)	kɛ́ (kɛ̂:)	géŋ
space	side/proximity	espace	côté/proximité	66	2	3	beside	à côté	03352	old	basic			beside, at the side of (sth)	à côté de (qch)	[X zɛ̀là] kù			[X cé:rì:] wò, [X dósù] wò	... cérì wò, ... kérì wò	[X dósî] gò, [X kérî] gò	doju,diⁿ,pene,penekuⁿ	... dójù, ... dì:ⁿ, ... pènê:, ... pènè-kû:ⁿ	... bélè			X bɛ́:-gɛ̀rɛ̀	[X gènɛ̀]-n			táŋá nɛ, dúú nɛ		[X dùgò] nɛ̀	[X àrⁿà] nà, [X àrⁿà] bà	sɔ̀n	[X ɛ̀:lɛ́] ŋà, [X jɛ̀lɛ́] ŋà	báŋgù:ⁿ	X jéŋ gà	X kúmà	X pá ŋ̀
space	front	espace	devant	66	3	2	front	devant	03358	old	basic			in front of (sth)	devant (qch)	[X jírè] kà			X jírè	gírò:	[X gírè] gò	...majire,...jiredagu	... mà jírè, ... mà jìrè-dágù	... wà gírè	... gìrè dáɣà		X gírè	gírù nɛ̀			gíré nɛ		[X gírè] nɛ̀ (< gíré)	[X gìdè] nà, [X gìdè] bà	[X gìr] mà	[X jíró] ŋà	tégú ńdà	X géndù rò, X gèndò gà	[X géndè] ná:, [X géndè] ndò	X tégò wⁿ
space	rear	espace	arrière	66	4	4	behind	derrière	03362	old	basic			behind, at the rear of (sth)	derrière (qch)	... pɛ́rà			[X túlù] wò	... túndù wò	[X túndù] gò	gunle,gundurole	[... mà gǔn] lé, gùn-dùró lé	[X wà] tùlû:			X dógò	[X ònɔ̀]-ǹ			ònnú nɛ		[X kúndùgò] nɛ̀	[X tùnù] bà	[X bàndì] mà	[X tǔ:ⁿ] ŋà	túndú ńdà		[X pú:] mbà, [X púmbù] ndò	X túndù bà
space	top	espace	haut	66	5	2	above	au-dessus	03368	old	basic			above (sth)	au-dessus de (qch)	[X kù] tùŋɔ̀			[X mánì:] wò	... ḿbárù wò	[X tɛ́mbɛ̀] gà	...mamanale	... mà máná lé	X wà kù:-kɛ́lɛ̀			X kûⁿ	[X kù:] nɛ̀			dáá nɛ, kúú nɛ		[X tɛ́mbɛ̀] nɛ̀	[X tɛ̀mbɛ̀] nà	[X kì:] mà	[X dàná] ŋà	kó:ná ńdà	X kó: gà	[X kó:] mbà	X dálà bà
space	top	espace	haut	66	5	4	on	sur	03370	old	basic			on (sth, sb)	sur (qch, qn)	jèsù, kù			[X kû:] wò	... kú wò	[X kû:] gò	kuⁿ	kû:ⁿ				X kûⁿ	X nɛ̀, [X kù:] nɛ̀			kúú nɛ, dáá nɛ, nɛ		[X dàrⁿà] nɛ̀	nà	[X kì:] mà	[X dàná] ŋà	kó:ńdà	X kó: gà	[X kó:] mbà	X kòⁿ ẁⁿ
space	bottom	espace	haut	66	6	3	under	sous	03377	old	basic		under (sth)	under (sth)	sous, au-dessous de (qch)	X dósù	ɡúrù		X bólò:	... bóndò:, búwò	[X dósì] gò, [X dósì]	...madoju,...madojule	... mà dójù, ... mà dójú lé	X wà bɛ̀rɛ̂:	... dósù		X bɔ́rɔ̀	dû:, dû: nɛ̀			dúú nɛ		[X dùgò] nɛ̀	[X dù] nà	[X dù:] mà	[X kùlyé] ŋà (also 'inside X')	sí: sùgù:ⁿ	X dúmbè	[X sé:] bù:-nà à	[X súgù] ŋ̀, [X súgù] bà
size	big	taille	gros	69	1	1	big, large	grand, gros	03456	old	basic	big		big, large	gros, grand	sɛ́w, ná:	bɔr̃o, boɡo	póó \\ gáá \\ dìjɛ́	díyⁿà-w\\díyⁿà-m\\díyⁿà	díyⁿà-wⁿ\\díyⁿà-m	dùgí	gara	gàrá	démbéré	gàrá	gàrá	káŋ, márⁿá, gàrá	dùgú, dɛ̂:			póó, gáá, díɛ́	bìnú	dɛ́\\dɛ́-ŋgɛ́\\dɛ́-mbɔ́, bìné:\\bǐn-mbɔ́ (e.g. person, animal)	dìyá	gìndɔ́:\\gìndɛ́:	báy (house, tree, village), bíní (animal, person, rock)	bâyⁿ	dògò (dògò gé)	bàyⁿ, bìgì (also 'fat')	bàyⁿ
size	small	taille	petit	69	3	1	small, little	petit	03476	old	basic	small	small, little	small, little	petit	tɛ̀gɛ̌y	(kíì) dáɣàj \\ kírìjɛ̀	ùsí \\ ùðí	dâ:-w\\dâ:-m\\dâ:, tɛ᷈:, sàlâ:\\sàlâ-m\\sàlâ:, ìlâ:\\ìlâ-m\\ìlâ:	sàndâ-m\\sàndâ:	ɛ̀wrɛ́, tɛ̀gɛ̂, dágá	teyⁿ,daga,jiⁿlɛ	těyⁿ, dáɣá, jì:ⁿlɛ́	dágá, tɛ̌yⁿ	dáɣá		ùjú, ùjíⁿ, sìⁿ-sí:ⁿ, dágá, kɛ̌n	ùjì-ý, dágà, gà:lǎy			dàgí, gàà-lɛ̀-ý	dáág, dàgéégù	sɛ̀gɛ́\\sɛ̀gɛ́-mbɔ̀	bè-bélè, dàgá, kùnà	pàlɛ̂:\\pàlâ:	wéní-wè	dé:jé	bɔ̀:rúwé (bɔ̀:rúwè gé)	dà:mbè	ŋkà:lí-yè
size	size	taille	taille	69	4	1	size	dimensions	03489	old			dimensions, size	dimensions, size	dimensions, taille	ná:	(kíì) bɔ́r̃ò		dìyⁿǎ-wⁿ			gara	gàrá	gàrá			géné, káŋ	gì-gǎ:			ìŋɛ̀-ndɛ́			bì-bìrⁿì-ŋ	íŋgí-n		íŋrégí		báɲɲà	bàɲɲà
size	inflate	taille	enfler	69	5	8	inflate	enfler, gonfler	03498	old			(e.g. tire, balloon) be inflated	(e.g. tire, balloon) be inflated	(pneu, ballon, etc.) ê. enflé	zú\\zó	píndù pìndù		píté	bá	píríyé	pite	píté	píté			pídé	újù yó:			údú yóó				píbí-y\\pìbì-yè		yá:lé túlé		ʔámmɛ̀	pújúl-gè
size	long	taille	long	69	6	1	long	long	03500	old	basic	long	long (e.g. rope)	long (e.g. rope)	(corde etc.) long	gùrú	(kíì) béndɛ̀		gùrɔ̂-w	gùrⁿǎwⁿ	gùrɔ́	guru	gùrú	gùrú	gùrú	gùrú	gùrú	pàlá			pàlá		pâ:\\pâ:-ŋgɔ̀\\pâ:-mbɔ̀	zàlà	jàlɛ́:\\jàlá-ŋgó	yálá	góllò	mwɛ̀:ⁿ (mwɛ̀:ⁿ gé)	gòlò	gòlò
size	short	taille	court	69	8	1	short	court	03520	old	basic		short	short	court	tùkěy	(kíì) dúɡìjɛ̀		gɔ᷈:w\\gɔ᷈:w-m\\gɔ̌:w-yɛ̀	gɔ᷈:	déŋî	gɔyⁿ	gɔ̌yⁿ	gɔ̌yⁿ	gɔ̌yⁿ	gɔ̌yⁿ	dègé	dùmì-ý			dùmbú		gwɛ̌:\\gɔ̌y-gɔ́\\gɔ̌y-mbɔ́	dùmbù, dènù	dèndú:\\dèndí:	déŋí-wè	dúŋgúrù	dèyⁿ (dèyⁿ gé)	tùmbù	dùŋgùrí-yè
time	year	temps	année	71	3	1	year	année	03620	old	basic		year	year	année		bìíⁿ	àndí	àrⁿà-kúsú, àrⁿà-gúsú	àrⁿá	àrⁿáwⁿ, àrⁿá	arⁿakuju	àrⁿà-kújú	àrⁿà-kúsú	àrⁿà kúsú	àrⁿà-kújú	àndí:	àrⁿà-gújú, àrⁿà-dǐ:			ànà-gúdú	wɛ̀ɛ́	àrⁿà-gúdú	àrⁿà-gùzù	kènjû:\\kènjî:	wòy	wáyà	wàyá (wàyá gè)	wáyà	wàyà
time	moment/era	temps	moment/ère	71	15	1	time, moment	temps, moment	03670	old	basic			time, moment in time	temps, moment	tùwⁿɔ́, wákátù, wáɣátù, òsù-túrú			wágátù, dógúrú	wáwtù, wágátù	wágádí, wágátí	wakati,doguru	wákátì, dógúrú	wágátù, dógúrú	dógúrú		tèŋé, dógúrú	wá:rú, dógúrú			wágádú, wáárú	wàgátù, wáàr	wágádú, wágátí	wágàtù, dó:rù	wágàtì, wákàtì, sárà	wákátí	wágárù	wàgàtì (wàgàtì gé)	wàgàr	wàgàr
time (deictic)	yesterday	temps (déictique)	hier	72	3	1	yesterday	hier	03680	old		yesterday		yesterday	hier	yá:	nnìɛ̀	jáá	yéŋgù ~ yêŋ	yéŋgì	yéŋìrⁿì:	ya	yá:	yá:	yá:		yá:	yá:			yáá	nìŋáá	yéŋgì	nìŋà:, nìŋà: gá	ɲǎ:	níŋá	xxx		yá:gù	yà:gù
time of day	night	heure	nuit	73	1	1	night	nuit	03698	old	basic	night	night	night	nuit	yⁿà:ŋá	ʒìjé (hùⁿ)	dìgɛ́ \\ jáŋá (old people use; from Tommo So < Balam)	ɲárⁿù	ɲân	dɛ̀:ndɛ̂	daga	dà:ɣá	dɛ̀:gɛ́	dà:ɣá	dà:gá	dà:gá	dìgɛ́	dáʔà, ɲáŋgá		yáŋá, dìgɛ́, bàà dɛ̀nɛ́	yáágà	dɛ̀ndɛ́	dèndà:	ɲám	yà:gù	dó:	dó:ndó (dó:ndó gé)	yà (yà:)	dógó
time of day	daytime	heure	journée	73	2	1	daytime	journée	03707	old			daytime (not night)	daytime (not night)	journée (non la nuit)	nùŋùlɔ́	n nìé hùⁿ \\ dònɛ́	àgá	ùsù-dérⁿí: ~ ùsù-dɛ́rⁿí:	ùsǐ:ⁿ	ùsì-dɛ́rⁿí	ninuwⁿo,ninuwⁿɔ,nunuwⁿo,ɲalɔmɔ	nì-núwⁿó~ nì-núwⁿɔ́ ~ nù-núwⁿó, ɲálɔ́:mɔ̀	dɛ́gú	nì-núwⁿò	nì-núwⁿò	ìsìgɛ́	dɛ̌n			àgá, nǎm	ísìgà	ùdú	dèrⁿìŋ	ùjú	dè:ŋgú	gé:wⁿè		dènì	gɛ̀:ⁿ (in: gɛ̀:ⁿ nì 'in the daytime', lit. 'with sun'), gɛ̀:dɛ̀n
kinship	mother	parenté	mère	78	2	3	mother	mère	03842	old			mother	mother	mère	ná	n níjà \\ n ɲáà	náá	nàrⁿá	nàrⁿá, nàrⁿǎ-m	dě:	na	nǎ:	nǎ:	nǎ:	nǎ:	ìnǎ:	ná:			n-náá	dààrá	nàrⁿá	nì:	nǐ:\\nì:-mbó	nɛ̀nɛ̀	ní:		nì-nì	nì:
kinship	husband	parenté	mari	78	14	1	husband	mari	03912	old			husband	husband	mari	ɛ̀gá\\-mǎ:	(máá) kándèè	ígɛ́	ɔ̀ŋgɔ̀rɔ́ ~ ɔ̀ŋɔ̀rɔ́	ɔ̀ŋgɔ̀rɔ̌-m\\ɔ̀ŋgɔ̀rɔ́	lɔ̀gɔ̂	aga	àɣá	ɛ̀gɛ́	àɣá	àɣá	ɛ̀gɛ́	ígɛ́			ígɛ́	ánà	ɔ̀ngɔ́\\ɔ̀ngɔ́-mbɔ́	nùŋɔ̀-n\\-mù	nɔ̀gɔ̌:\\nɔ̀gɔ̀-mbó	bànà ("man")	wálá		bàlà	wálá
kinship	wife	parenté	épouse	78	15	1	wife	épouse	03915	old			wife	wife	épouse	yⁿà-rⁿú\\yⁿǎ-m	(máá) pʷéɛ̀	yààrⁿá	yǎ-m\\yǎ:	yǎ-m\\yǎ:	yǎ-ŋ	ɲɛn	ɲɛ̌-n	ɲà-rⁿú\\ɲǎ-m	ɲɛ̌-m		ɲɛ̌	yǎ:-rⁿá\\yǎ:-m			yàà-ná	yáágù	yǎ	yɛ̀\\-mù	yɛ̌:\\yàwó:	yé:	yɔ̂:		yɔ́ (yɔ̂:)	yɔ̀:
caste	blacksmith	caste	forgeron	82	1	1	blacksmith	forgeron	04097	old			blacksmith, member of blacksmith caste	blacksmith, member of blacksmith caste	forgeron, membre de la caste des forgerons	zɛ́mà-n\\-m	tw̃ɔ̀ɔ́	dʒɛ́mɛ́-nɛ̀ \\ dʒɛ́mɔ̀-ŋ ɪ́r-nɛ̀ \\ ɪ́rⁿù-ŋ	jɛ́mbɛ̌-m\\jɛ́mbɛ̌:	zɛ́mbɛ̀-m\\zɛ́mbɛ̀	jɛ́mbɛ̀	jɛmɛn	jɛ́mɛ̀-n	gɛ́mbɛ̀-n	zɛ́mɛ̀n	jɛ́mɛ̀-n	jɛ́mɛ́	írù-nɛ̀\\írù-m			jɛ́mmɛ̀-nɛ̀ \\ jɛ́mmɛ̀-m, írí-nɛ́ \\ írí-m	írɛ̀	zɛ́mbɛ́\\zɛ́mbɛ́-mbɔ̀	zèmɛ́	dùbé\\dùbú:	dú:	dɛ́mbɛ́		kɔ́:nɔ̀	dɛ́mbɛ́
status	chief	rang	chef	85	1	1	chief	chef	04160	old			(political) chief, boss	(political) chief, boss	chef (politique), patron	kú bàsà	déɡè ʃíjɛ̀ⁿ	kúúnó	ámbí:rù	ámbí:rì	ámbérì	amirⁿu	ámí:rⁿu	ámírù	ámí:rù		ámírⁿí	ámìrù			pàtrɔ́, díɛ̀-nɛ̀ \\ díɛ̀-m, kùù bàŋáá	ámɛ̀ɛ̀rɛ̀	ámbírí\\ámbírí-mbò	kó bádù, ámìrù	ámbìrì\\ámbìrì-mbò, kî:\\kî:-mbò	àmìrí	ámílì		ʔàmì:rú	kó:
religion	worlds	religion	mondes	87	14	4	world	monde	04350	old			world (of the living)	world (of the living)	monde (des vivants)	àdùná:rⁿù	ɡàʒɛ́ⁿ	bàràdʒú	ádúnɔ́, ádúná, ádúná:rⁿú	ádúná, ándúɲá, dúɲá	ɛ́:rí, ádúrⁿó	ɛru,adurⁿo	ɛ́:rú, àdúrⁿó	ɛ́:rú, ádúrⁿɔ́		ɛ́:rú	àdúrⁿú	àndúrⁿɔ́, ɛ̂:rù			àdúníyáá, dúníyáá gìnɛ̀	dúnìyà	àdúnó	àdúɲá	ádúná, ádúná òlè	àdùná	àrùná \\ àrná		ʔàrnà	àrnà (y-)
fun/song/dance	fun	amusement/chant/danse	amusement	92	1	3	fun, play, dance	s'amuser, se divertir, danser	04500	old			have fun (verb only)	have fun (verb only)	s'amuser (verbe seulement)	cɛ́nú\\cɛ́ná	sáŋà		cɛ́mnɛ́	cɛ́mírⁿí	kɛ́mírⁿí	cɛrⁿɛwⁿɛ	cɛ́rⁿɛ́wⁿɛ́	kɛ́mnɛ́	kɛ́rⁿíwⁿɛ́	cɛ́rⁿɛ́wⁿɛ́	kɛ́n-ì:	yɔ̀gɔ́rɔ́-\\yɔ̀gúrú			kílɛ́mɔ́	kɛ̀ndɛ́	cɛ́mn-é: (cɛ́mn-é:-tì-)	cɛ́mnɛ́\\cɛ́mná-lì	kélá-m	nájó	mɛ̀rù mɛ́rɛ́		mérálè	mɛ́rɛ́
fun/song/dance	song	amusement/chant/danse	chant	92	8	1	sing	chanter	04527	old			sing a song	sing a song	chanter (une chanson)	nùŋɔ́ nùŋú\\nùŋɔ́	ŋʷímà	níí níí	nùwⁿɔ́ nùwⁿɔ́	nùmá nùmá	nùŋá nùŋí	nuŋnuŋo	nûŋ nùŋó	núŋgɔ̀ núŋgɔ́	núŋù núŋó xxx	nûŋ nùŋó	núŋú núŋɔ́	nɛ́: nɛ̌:			núyɔ́ núyɔ́		nùŋǎ: nùŋú (nùŋú-tì-)	nùŋà nùŋɔ́	ŋwànǎ: ŋwǎn\\ŋwànè	nwɛ́: nɔ́:	nɔ̀: nwɛ́:		núŋɔ̀ núŋɛ̀	nɔ̀: nwɛ́:
fight	war	lutte	guerre	94	2	2	war	guerre	04588	old			make (wage) war, fight a war	make (wage) war, fight a war	faire la guerre	kɔ̀mɔ́ kɔ́m\\kɔ́mɔ́	kórè \\ kóré ɲààná		kɔ̀mbɔ́ tá	kɔ̀mbɔ́ tá	kɔ̀mbɔ́ tá:	kɔmɔtaⁿ	kɔ̀mɔ́ tá:ⁿ	kɔ̀mbɔ́ tá:			kɔ̀mɔ́ tá:	kɔ̀mɔ́ tá:			kɔ̀mbɔ́ táá		zégé zèjí (zèjí-tì-)	kɔ̀mbɔ̀ tá:\\tá:-lì	kɔ̀mbɛ́ tɛ́:\\tɛ̀:	yàŋù yáŋí-yó	jó:ⁿ jáwⁿyⁿè // jáwⁿyⁿè		kûy tá:yè	kùyⁿ táyé
give/dispossess	give	donner/retirer	donner	99	1	1	give	donner	05013	old	basic	to give	give	give	donner	ów\\ów	n ɲáẁ	óbú	ní	ní	ńdí	o	ó:	ó:	ó:	ó:	ó	óbó-\\óbú			óbó	ǹdɛ́	ńdì (ńdí-tì-, imprt ńdá)	ńdɛ́\\ǹdà-lí	ǹdɛ́, ǹdírɛ́	ndó (imperative ndà:)	ńdɛ́	táwò (tàyè, tàyè-rí)	tábè	tábé
take/get	pick up/catch	prendre/obtenir	prendre/attraper	100	3	2	take	prendre	05033	old		to take	take (sth) (general word)	take (sth) (general word)	prendre (qch) (mot général)	só\\só	ɲáw \\ ʃíjɛ̀		àyí	zɛ́	àyí, ǎy	yaŋa	yàŋá (Imperative yàŋá)	yɛ̀ŋgɛ́		yàŋá		gèɲɛ́			jèɲɲé	jɛ̀ɛ́, yɛ̀ŋɛ́	ɲǎ: (ɲǎ:-dɛ̀-)	zɛ̀nɛ́\\zɛ̀nà-lí, tógó, tó:	jɛ́\\jɛ̀				dúgɛ̀	nɛ́mɛ́
possession	characteristic	possession	caractéristique	101	3	1	owner	propriétaire	05076	old	basic			sb who has or is characterized by (sth)	qn qui a ou qui est caractérisé par (qch)	X bàⁿsà\\bà-m, X dà ŋ́, X-[nù rⁿú]			X-gú-n	X bɔ̀ŋgɔ̀\\bɔ̀ŋgɔ̀-m bé:, X-gú-m\\-gú	X-gí	gin	X-gí-n	X-gú-n			X-gíⁿ	X-gí-nɛ́\\-gú-m, X-ŋí-nɛ́\\-ŋú-m			X-gí-nɛ́ \\-gí-m		X-jé\\-jì-mbó	X-jì\\-jì-mù	X-gɛ́:\\-gá:	 -ŋgá	X-ŋgà		X-gà	X-gà
possession	have	possession	avoir	101	4	1	have	avoir	05078	old	basic			have	avoir	sá			yá só	yá só	yá sò	sa	sà	yá sà	yɛ́ sá		sà	X yá sɛ̀			sɛ́		yé sɔ̀	zò, yà zó	jógò	sá	sá:	sò (X ǎⁿ sò)	X bò sà	X ɛ̀ⁿ sâⁿ-∅
possession	possessive	possession	possessif	101	5	1	possession	propriété	05083	old	basic			possession of (sb)	propriété de (qn)	sí			kɔ́:ⁿ	kɔ́n	kɔ́	ce	cé	kí:			X kè:	kíjɛ́, bɛ̌l			bɛ̀lú		[X kɔ̀]	cì	gɔ̀ (InanSgO), gɛ̀ (InanSgE)	X wɛ̌:	pí:	X yɛ́ (3Sg yɛ̌: nà)	X wɛ̂: (< wɛ̀: 'thing')	X ɲɛ́ ~ X ɲɛ́:
possession	possessive	possession	possessif	101	5	2	of	de	05084	old	basic			of (possessive particle between possessor and possessed nouns)	de (particule possessif, entre les substantifs possesseur et possédé)							ma	mà	wà		mà					mɔ									
possession	lack	possession	manque	101	8	2	lack, not have	manquer, ne pas avoir	05088	old	basic			he doesn't have, he lacks	il n'a pas	sà-r-ɔ́:			sò-ló	só-ndó	sò-ǹdó	sara	sà:-rá	sà:-rá			wó X sà:-rá	sɛ̀-lɛ́			sɛ̀-lɛ́		sɔ́-ndɔ̀	zò-ń	jògò-ndí	sà:-nà	sá:ndá	sò:-ndá	X sà:-ndà	X sá:-ndá
talk	say	parole	dire	102	2	1	quotative	quotatif	05108	old	basic			(quotative particle: indicate if not clause-final)	(particule de citation: indiquez si non en fin d'énoncé)	ká (clause-initial)			wa (ba after nasal)	wa	wa	wa	wa	wa		wa	gì	gì, ɔ̀:			sɔ̀mmí-yé, tígɛ́	wá	wa	wa	wa	wà	wâ:		xxx	wá
talk	say	parole	dire	102	2	4	say	dire	05111	old	basic	to say	say	say	dire	gá\\gá	dìɡá \\ n níì		gǔyⁿ	... gùn	kíyɛ́	ga,jɛ	gá:, gà, jɛ̀	gá:	gɛ̀	gá:, jɛ̀	pórù\\pɔ́-nɔ́	gɛ́-\\gɛ́			gɛ̀	gìnɛ́, pòlé	tágá (tágá-tì-), jǐn (jǐn-tì), ɔ́rú (ɔ́r-tì-)	dǎm\\dàmà-lí	gìnɛ́	gún(ú) (perfective gùnɛ́-)		nɛ́ (nɛ́-rí), pɔ́rɔ̀ (pɔ̀rɛ̀, pɔ́rɛ́-rí)	ʔúnɛ̀, tá:yè	dám ('speak, say'), nɛ́ ('say')
talk	name	parole	nom	102	4	1	name	nom	05121	old	basic	name		personal name	nom personnel	ìsǒŋ	nníí	bój	ìnìrⁿî:	ŋìnnî:, ɲìnnî:	ǹnèrⁿî, ìnèrⁿî	bon	bón	sórⁿú	bón	bón	bɔ́ⁿ	bôy	ʔùmbòlò		bóy	tìgɔ́ɔ́	bón-gó\\bóné:	ín	ínèn\\ínèn	ìnì	íní	ìnì (ìnì gé)	ʔìnì	ùnù ~ ùn (ɲ-)
talk	name	parole	nom	102	4	7	word	mot	05127	old			word, name (of sth)	word, name (of sth)	mot, nom (de qch)	ìsǒŋ	(màá) níì	bój	ìnìrⁿî:	ŋìnnî:, ɲìnnî:	ǹnèrⁿî	bon	bón	sórⁿú			bɔ́ⁿ	bôy			bóy	ínó	bón-gó\\bóné:	dòm	ínèn\\ínèn		íní			
