# IDS
ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
2736	Dutch	deep	390	12.67	diep	diːp	1177
2737	English	deep	390	12.67	deep	diːp	1177
# 
2738	German	flat	192	12.71	flach	flax	588
2739	German	flat	192	12.71	platt	plat	-588
2740	French	flat	192	12.71	plat	pla	588
2741	Dutch	flat	192	12.71	plat	plɑt	-588
2742	Dutch	flat	192	12.71	vlak	vlɑk	588
2743	English	flat	192	12.71	flat	flæt	6202
# 
2744	German	the hook	190	12.75	haken	haːkən	584
2745	French	the hook	190	12.75	crochet	kʀɔʃɛ	585
2746	Dutch	the hook	190	12.75	haak	haːk	584
2747	English	the hook	190	12.75	hook	hʊk	584
# 
2748	German	the square	399	12.78	Viereck	fiːr#ɛk	1204
2749	French	the square	399	12.78	carré	kaʀe	1203
2750	Dutch	the square	399	12.78	vierkant	viːr#kɑnt	1204
2751	English	the square	399	12.78	square	skwɛər	1202
# 
2752	German	round	382	12.81	rund	rʊnt	-1153
2753	French	round	382	12.81	rond	ʀɔ̃	1153
2754	Dutch	round	382	12.81	rond	rɔnt	-1153
2755	English	round	382	12.81	round	raʊnd	-1153
# 
2756	German	the ball	384	12.83	Kugel	kuːɡəl	1157
2757	French	the ball	384	12.83	sphère	sfɛʀ	1159
2758	French	the ball	384	12.83	ballon	balɔ̃	1158
2759	Dutch	the ball	384	12.83	bal	bɑl	-1158
2760	Dutch	the ball	384	12.83	bol	bɔl	-1158
2761	English	the ball	384	12.83	ball	bɔːl	-1158
# 
2762	German	the line	385	12.84	Strich	ʃtrɪx	1160
2763	French	the line	385	12.84	ligne	liɲ	1161
2764	French	the line	385	12.84	rang	ʀɑ̃	1162
2765	Dutch	the line	385	12.84	lijn	lɛɪn	-1161
2766	English	the line	385	12.84	line	laɪn	-1161
# 
2767	German	the hole	386	12.85	Loch	lɔx	1163
2768	French	the hole	386	12.85	trou	tʀu	1165
2769	Dutch	the hole	386	12.85	gat	xɑt	1166
2770	English	the hole	386	12.85	hole	həʊl	1164
# 
2771	German	to change	185	12.93	verändern	fɛr#ɛndərn	569
2774	French	to change	185	12.93	changer	ʃɑ̃ʒe	571
2775	Dutch	to change	185	12.93	veranderen	vər#ɑndərə	569
2776	English	to change	185	12.93	change	ʧeɪnʤ	-571
# 
2781	German	twelve	234	13.102	zwölf	ʦvœlf	700
2782	French	twelve	234	13.102	douze	duz	701
2783	Dutch	twelve	234	13.102	twaalf	twaːlf	700
2784	English	twelve	234	13.102	twelve	twɛlv	700
# 
2789	German	a hundred	287	13.105	hundert	hʊndərt	867
2790	French	a hundred	287	13.105	cent	sɑ̃	867
2791	Dutch	a hundred	287	13.105	honderd	hɔndərt	867
2792	English	a hundred	287	13.105	hundred	hʌndrəd	867
# 
2793	German	a thousand	290	13.106	tausend	tauzənt	875
2794	French	a thousand	290	13.106	mille	mil	876
2795	Dutch	a thousand	290	13.106	duizend	dœyzənt	875
2796	English	a thousand	290	13.106	thousand	θaʊzṇd	875
# 
2797	German	to count	226	13.107	zählen	ʦɛːlən	677
2798	French	to count	226	13.107	compter	kɔ̃te	678
2799	Dutch	to count	226	13.107	tellen	tɛlə	677
2800	English	to count	226	13.107	count	kaʊnt	-678
# 
2801	German	all	518	13.14	alle	alə	1559
2802	French	all	518	13.14	chaque	ʃak	1560
2804	Dutch	all	518	13.14	alle	ɑlə	1559
2805	English	all	518	13.14	all	ɔːl	1559
# 
2806	German	many	519	13.15	viel	fiːl	1562
2807	French	many	519	13.15	beaucoup	boku	1564
2808	Dutch	many	519	13.15	veel	veːl	1562
2809	English	many	519	13.15	many	mɛnɪ	1563
# 
2810	German	more	520	13.16	mehr	meːr	1565
2811	French	more	520	13.16	encore	ɑ̃kɔʀ	1566
2812	French	more	520	13.16	plus	ply	1567
2813	Dutch	more	520	13.16	meer	meːr	1565
2814	English	more	520	13.16	more	mɔːr	1565
# 
2815	German	few	521	13.17	wenig	veːnɪx	1568
2816	French	few	521	13.17	peu	pø	1570
2817	Dutch	few	521	13.17	weinig	wɛɪnəx	1568
2818	English	few	521	13.17	few	fjuː	1569
# 
2819	German	the crowd	522	13.19	Menge	mɛŋə	1571
2821	French	the crowd	522	13.19	foule	ful	1573
2822	Dutch	the crowd	522	13.19	menigte	meːnəxtə	1571
2823	English	the crowd	522	13.19	crowd	kraʊd	1572
# 
2824	German	full	648	13.21	voll	fɔl	1970
2825	French	full	648	13.21	plein	plɛ̃	1970
2826	Dutch	full	648	13.21	vol	vɔl	1970
2827	English	full	648	13.21	full	fʊl	1970
# 
2828	German	the part	649	13.23	Teil	tail	1972
2829	German	the part	649	13.23	Stück	ʃtʏk	1975
2830	French	the part	649	13.23	morceau	mɔʀso	1974
2831	French	the part	649	13.23	partie	paʀti	1973
2832	Dutch	the part	649	13.23	deel	deːl	1972
2833	English	the part	649	13.23	part	pɑːt	-1973
# 
2835	German	the half	647	13.24	Hälfte	hɛlftə	1968
2836	French	the half	647	13.24	moitié	mwatje	1969
2837	Dutch	the half	647	13.24	helft	hɛlft	1968
2838	English	the half	647	13.24	half	hɑːf	1968
# 
2839	German	first	116	13.34	erste	eːrstə	352
2840	French	first	116	13.34	premier	pʀəmje	354
2841	Dutch	first	116	13.34	eerste	eːrstə	352
2842	English	first	116	13.34	first	fɜːst	353
# 
2843	German	second	114	13.36	zweite	ʦvaitə	347
2844	French	second	114	13.36	deuxième	døzjɛm	349
2845	Dutch	second	114	13.36	tweede	tweːdə	347
2846	English	second	114	13.36	second	sɛkənd	348
# 
2847	German	the pair	115	13.37	paar	paːr	-350
2848	French	the pair	115	13.37	couple	kupl	351
2849	French	the pair	115	13.37	paire	pɛʀ	350
2850	Dutch	the pair	115	13.37	paar	paːr	-350
2851	English	the pair	115	13.37	pair	pɛər	-350
# 
2852	German	third	409	13.42	Dritte	drɪtə	1230
2853	French	third	409	13.42	troisième	tʀwazjɛm	1230
2854	Dutch	third	409	13.42	derde	dɛrdə	1230
2855	English	third	409	13.42	third	θɜːd	1230
# 
2856	German	the time	228	14.11	zeit	ʦait	684
2858	French	the time	228	14.11	heure	œʀ	686
2859	French	the time	228	14.11	temps	tɑ̃	685
2860	Dutch	the time	228	14.11	tijd	tɛɪt	684
2861	English	the time	228	14.11	time	taɪm	685
# 
2862	German	new	664	14.13	neu	nɔy	2017
2863	French	new	664	14.13	nouveau	nuvo	2017
2864	Dutch	new	664	14.13	nieuw	niːw	2017
2865	English	new	664	14.13	new	njuː	2017
